317	4	1:-58	2:-46	3:-57	4:-68	5:-56	6:-61	7:-73	8:-74	9:-82
318	1	1:-45	2:-49	3:-62	4:-51	5:-65	6:-67	7:-70	8:-82	9:-79	
318	4	1:-50	2:-47	3:-55	4:-83	5:-60	6:-62	7:-71	8:-74	9:-74	
318	4	1:-57	2:-44	3:-60	4:-60	5:-50	6:-69	7:-75	8:-82	9:-81
320	1	1:-45	2:-47	3:-57	4:-51	5:-64	6:-66	7:-69	8:-83	9:-77	
320	1	1:-47	2:-41	3:-47	4:-54	5:-63	6:-74	7:-73	8:-84	9:-84
321	1	1:-45	2:-51	3:-60	4:-51	5:-65	6:-68	7:-71	8:-83	9:-77	
324	1	1:-45	2:-56	3:-54	4:-52	5:-64	6:-66	7:-68	8:-83	9:-75	
325	4	1:-53	2:-51	3:-60	4:-63	5:-55	6:-65	7:-74	8:-73	9:-74	
327	1	1:-57	2:-42	3:-47	4:-51	5:-64	6:-72	7:-69	8:-78	9:0
328	1	1:-45	2:-47	3:-49	4:-49	5:-64	6:-67	7:-73	8:-75	9:-73	
328	1	1:-46	2:-47	3:-45	4:-57	5:-64	6:-73	7:-74	8:-85	9:-83
330	1	1:-48	2:-41	3:-46	4:-55	5:-63	6:-74	7:-74	8:-83	9:-87
332	1	1:-48	2:-42	3:-47	4:-54	5:-61	6:-74	7:-74	8:-84	9:-87
332	4	1:-53	2:-51	3:-61	4:-64	5:-57	6:-65	7:-74	8:-73	9:-74	
333	1	1:-47	2:-46	3:-45	4:-56	5:-65	6:-73	7:-73	8:-83	9:-88
333	1	1:-48	2:-45	3:-47	4:-57	5:-62	6:-73	7:-75	8:-85	9:-87
333	2	1:-47	2:-51	3:-64	4:-57	5:-66	6:-72	7:-72	8:-82	9:-78	
334	1	1:-45	2:-49	3:-53	4:-51	5:-65	6:-66	7:-70	8:-83	9:-74	
335	1	1:-45	2:-49	3:-53	4:-49	5:-64	6:-66	7:-69	8:-82	9:-79	
336	3	1:-46	2:-47	3:-50	4:-55	5:-56	6:-60	7:-67	8:-70	9:-75	
336	3	1:-52	2:-47	3:-64	4:-59	5:-58	6:-55	7:-71	8:-71	9:-73	
337	2	1:-47	2:-51	3:-61	4:-55	5:-65	6:-72	7:-73	8:-77	9:-79	
339	1	1:-45	2:-47	3:-45	4:-85	5:-64	6:-90	7:-76	8:-87	9:-83
339	4	1:-60	2:-44	3:-61	4:-60	5:-51	6:-69	7:-74	8:-82	9:-86
34	4	1:-50	2:-47	3:-56	4:-59	5:-60	6:-63	7:-70	8:-72	9:-75	
340	1	1:-45	2:-57	3:-54	4:-52	5:-65	6:-66	7:-68	8:-83	9:-75	
341	1	1:-53	2:-51	3:-56	4:-54	5:-60	6:-67	7:-77	8:-78	9:-83
342	1	1:-52	2:-46	3:-48	4:-52	5:-63	6:-73	7:-74	8:-82	9:-87
342	3	1:-47	2:-47	3:-51	4:-83	5:-56	6:-61	7:-71	8:-69	9:-75	
343	1	1:-45	2:-49	3:-55	4:-53	5:-65	6:-67	7:-69	8:-83	9:-77	
343	1	1:-45	2:-49	3:-60	4:-53	5:-65	6:-67	7:-72	8:0	9:-76	
346	1	1:-45	2:-51	3:-54	4:-51	5:-64	6:-66	7:-68	8:-83	9:-75	
346	3	1:-50	2:-47	3:-60	4:-58	5:-59	6:-57	7:-69	8:-72	9:-73	
347	1	1:-44	2:-47	3:-46	4:-52	5:-64	6:-74	7:-73	8:-87	9:-88
347	3	1:-46	2:-47	3:-48	4:-83	5:-56	6:-60	7:-68	8:-70	9:-72	
348	1	1:-44	2:-49	3:-47	4:-55	5:-59	6:-74	7:-75	8:-84	9:-83
348	1	1:-45	2:-46	3:-47	4:-55	5:-61	6:-74	7:-76	8:-83	9:-92
349	1	1:-87	2:-43	3:-46	4:-51	5:-64	6:-75	7:-72	8:-75	9:-80
35	1	1:-46	2:-46	3:-47	4:-54	5:-65	6:-72	7:-74	8:-86	9:-87
35	2	1:-47	2:-54	3:-64	4:-55	5:-68	6:-72	7:-72	8:-79	9:-77	
351	3	1:-45	2:-48	3:-58	4:-83	5:-57	6:-62	7:-67	8:-69	9:-72	
352	1	1:-46	2:-45	3:-48	4:-51	5:-61	6:-77	7:-75	8:-83	9:-90
352	4	1:-50	2:-47	3:-56	4:-60	5:-61	6:-62	7:-71	8:-74	9:-72	
353	1	1:-45	2:-43	3:-46	4:-57	5:-64	6:-75	7:-75	8:-85	9:-89
354	1	1:-48	2:-45	3:-47	4:-51	5:-62	6:-74	7:-74	8:-83	9:-89
354	1	1:-57	2:-43	3:-43	4:-54	5:-60	6:-75	7:-78	8:-78	9:-81
355	4	1:-50	2:-50	3:-58	4:-83	5:-60	6:-64	7:-71	8:-74	9:-73	
357	1	1:-45	2:-47	3:-49	4:-49	5:-66	6:-67	7:-73	8:-75	9:-73	
360	2	1:-49	2:-51	3:-62	4:-55	5:-67	6:-72	7:-73	8:-81	9:-79	
360	4	1:-55	2:-51	3:-61	4:-64	5:-59	6:-64	7:-73	8:-73	9:-75	
361	1	1:-46	2:-43	3:-43	4:-54	5:-60	6:-74	7:-76	8:-78	9:-80
362	1	1:-46	2:-41	3:-48	4:-52	5:-78	6:-72	7:-73	8:-83	9:-84
362	3	1:-48	2:-48	3:-47	4:-57	5:-51	6:-54	7:-68	8:-72	9:-72	
362	4	1:-51	2:-47	3:-60	4:-83	5:-56	6:-57	7:-71	8:-73	9:-72	
363	1	1:-43	2:-46	3:-44	4:-54	5:-79	6:-74	7:-74	8:-85	9:-92
363	2	1:-52	2:-60	3:-59	4:-49	5:-72	6:-83	7:-81	8:-85	9:-86
363	4	1:-51	2:-51	3:-60	4:-64	5:-57	6:-65	7:-74	8:-73	9:-76	
364	1	1:-47	2:-46	3:-45	4:-56	5:-64	6:-74	7:-73	8:-84	9:-88
364	3	1:-52	2:-47	3:-61	4:-59	5:-60	6:-56	7:-69	8:-72	9:-73	
365	1	1:-49	2:-51	3:-45	4:-55	5:-59	6:-74	7:-75	8:-84	9:-84
366	1	1:-45	2:-47	3:-48	4:-48	5:-64	6:-66	7:-72	8:-75	9:-73	
366	1	1:-45	2:-48	3:-55	4:-52	5:-65	6:-66	7:-70	8:0	9:-74	
369	1	1:-45	2:-51	3:-55	4:-53	5:-65	6:-66	7:-69	8:-83	9:-75	
369	4	1:-49	2:-47	3:-56	4:-83	5:-58	6:-62	7:-71	8:-74	9:-74	
369	4	1:-52	2:-53	3:-60	4:-64	5:-56	6:-66	7:-74	8:-73	9:-76	
37	1	1:-46	2:-47	3:-45	4:-53	5:-64	6:-89	7:-73	8:-85	9:-90
371	1	1:-45	2:-51	3:-55	4:-53	5:-65	6:-66	7:-69	8:-83	9:-75	
372	1	1:-45	2:-47	3:-55	4:-50	5:-62	6:-61	7:-70	8:-74	9:-76	
373	4	1:-54	2:-51	3:-60	4:-64	5:-59	6:-65	7:-73	8:-73	9:-75	
374	1	1:-45	2:-49	3:-54	4:-51	5:-65	6:-66	7:-71	8:-83	9:-74	
375	1	1:-45	2:-49	3:-55	4:-52	5:-64	6:-66	7:-69	8:-83	9:-77	
375	1	1:-46	2:-48	3:-48	4:-55	5:-63	6:-78	7:-74	8:-84	9:-89
375	1	1:-47	2:-41	3:-45	4:-52	5:-63	6:-75	7:-77	8:-80	9:0
377	3	1:-51	2:-47	3:-60	4:-59	5:-61	6:-60	7:-69	8:-72	9:-73	
380	2	1:-50	2:-49	3:-62	4:-56	5:-65	6:-72	7:-74	8:-78	9:-79	
380	4	1:-55	2:-52	3:-60	4:-65	5:-57	6:-64	7:-73	8:-73	9:-75	
381	1	1:-45	2:-48	3:-60	4:-51	5:-65	6:-67	7:-70	8:-82	9:-75	
381	2	1:-56	2:-53	3:-60	4:-45	5:-66	6:-81	7:-81	8:-85	9:-86
382	1	1:-45	2:-47	3:-49	4:-49	5:-64	6:-66	7:-72	8:-75	9:-73	
382	1	1:-47	2:-50	3:-46	4:-53	5:-64	6:-73	7:-72	8:-84	9:-89
384	4	1:-53	2:-51	3:-62	4:-64	5:-55	6:-65	7:-74	8:-73	9:-74	
385	1	1:-45	2:-51	3:-58	4:-50	5:-65	6:-66	7:-70	8:-78	9:-75	
385	1	1:-46	2:-45	3:-80	4:-54	5:-63	6:-74	7:-75	8:-84	9:-92
385	1	1:-46	2:-49	3:-46	4:-71	5:-63	6:-73	7:-73	8:-88	9:-90
385	1	1:-49	2:-45	3:-47	4:-57	5:-65	6:-74	7:-73	8:-87	9:-89
387	1	1:-45	2:-44	3:-44	4:-53	5:-64	6:-91	7:-74	8:-85	9:-92
387	4	1:-55	2:-49	3:-59	4:-64	5:-58	6:-65	7:-74	8:-73	9:-75	
389	1	1:-47	2:-47	3:-46	4:-55	5:-65	6:-74	7:-73	8:-84	9:-90
39	1	1:-44	2:-41	3:-47	4:-51	5:-63	6:-74	7:-73	8:-83	9:-89
390	1	1:-45	2:-47	3:-51	4:-48	5:-63	6:-67	7:-72	8:-74	9:-77	
391	1	1:-45	2:-51	3:-54	4:-52	5:-65	6:-66	7:-69	8:-83	9:-76	
393	1	1:-45	2:-47	3:-49	4:-49	5:-64	6:-68	7:-73	8:-75	9:-73	
394	1	1:-47	2:-52	3:-46	4:-56	5:-64	6:-73	7:-74	8:-84	9:-85
394	4	1:-47	2:-52	3:-53	4:-62	5:-54	6:-64	7:-68	8:-71	9:-75	
395	1	1:-45	2:-47	3:-54	4:-53	5:-67	6:-66	7:-69	8:-82	9:-77	
396	1	1:-45	2:-47	3:-53	4:-51	5:-65	6:-66	7:-69	8:-83	9:-74	
398	1	1:-45	2:-50	3:-56	4:-52	5:-65	6:-67	7:-69	8:-83	9:-75	
398	1	1:-45	2:-54	3:-60	4:-50	5:-70	6:-66	7:-70	8:-78	9:-73	
4	1	1:-53	2:-44	3:-47	4:-56	5:-61	6:-72	7:-77	8:-82	9:-80
4	3	1:-48	2:-50	3:-47	4:-83	5:-51	6:-56	7:-68	8:-72	9:-72	
41	1	1:-45	2:-47	3:-54	4:-53	5:-65	6:-66	7:-68	8:-82	9:-75	
41	2	1:-54	2:-54	3:-59	4:-43	5:-68	6:-75	7:-81	8:-76	9:-87
42	1	1:-45	2:-54	3:-55	4:-52	5:-63	6:-68	7:-69	8:-83	9:-80	
42	1	1:-46	2:-48	3:-47	4:-58	5:-63	6:-77	7:-74	8:-84	9:-89
42	4	1:-49	2:-49	3:-49	4:-59	5:-57	6:-64	7:-70	8:-72	9:-77	
43	1	1:-47	2:-45	3:-46	4:-54	5:-64	6:-76	7:-74	8:-85	9:-89
43	2	1:-50	2:-51	3:-65	4:-56	5:-68	6:-72	7:-72	8:-82	9:-79	
43	3	1:-45	2:-47	3:-53	4:-83	5:-58	6:-62	7:-67	8:-69	9:-72	
44	1	1:-47	2:-48	3:-46	4:-56	5:-65	6:-74	7:-73	8:-86	9:-83
45	1	1:-45	2:-45	3:-45	4:-53	5:-64	6:-74	7:-73	8:-88	9:-84
47	1	1:-45	2:-47	3:-57	4:-51	5:-65	6:-66	7:-69	8:-83	9:-74	
49	1	1:-45	2:-48	3:-55	4:-51	5:-65	6:-67	7:-71	8:-83	9:-81	
49	1	1:-48	2:-47	3:-49	4:-49	5:-64	6:-68	7:-73	8:-75	9:-73	
49	2	1:-52	2:-57	3:-60	4:-47	5:-75	6:-80	7:-80	8:-88	9:-87
54	1	1:-45	2:-51	3:-53	4:-51	5:-65	6:-66	7:-69	8:-83	9:-76	
55	2	1:-52	2:-51	3:-65	4:-55	5:-67	6:-72	7:-72	8:-83	9:-79	
55	2	1:-55	2:-53	3:-58	4:-44	5:-62	6:-78	7:-85	8:-76	9:-87
57	1	1:-52	2:-45	3:-48	4:-56	5:-61	6:-90	7:-76	8:-82	9:-87
57	4	1:-58	2:-45	3:-62	4:-60	5:-51	6:-72	7:-73	8:-82	9:-79
58	1	1:-46	2:-46	3:-45	4:-53	5:-65	6:-74	7:-73	8:-87	9:-84
59	2	1:-46	2:-47	3:-61	4:-51	5:-62	6:-66	7:-73	8:-78	9:-81	
6	4	1:-53	2:-49	3:-62	4:-83	5:-59	6:-65	7:-73	8:-73	9:-74	
61	1	1:-45	2:-47	3:-55	4:-51	5:-64	6:-66	7:-68	8:-82	9:-75	
61	1	1:-45	2:-51	3:-59	4:-52	5:-65	6:-66	7:-69	8:-83	9:-75	
61	1	1:-52	2:-46	3:-48	4:-53	5:-63	6:-72	7:-74	8:-82	9:-87
62	2	1:-55	2:-54	3:-64	4:-51	5:-81	6:-81	7:-76	8:-79	9:-87
63	3	1:-45	2:-47	3:-51	4:-55	5:-54	6:-63	7:-66	8:-71	9:-71	
64	1	1:-42	2:-47	3:-45	4:-53	5:-64	6:-76	7:-75	8:-85	9:-92
67	4	1:-53	2:-51	3:-63	4:-64	5:-55	6:-65	7:-74	8:-73	9:-75	
68	2	1:-52	2:-59	3:-88	4:-51	5:-74	6:-83	7:-81	8:-85	9:-91
69	4	1:-55	2:-52	3:-60	4:-65	5:-57	6:-64	7:-73	8:-73	9:-75	
7	1	1:-45	2:-49	3:-53	4:-51	5:-65	6:-66	7:-69	8:-83	9:-75	
7	1	1:-45	2:-51	3:-62	4:-52	5:-65	6:-67	7:-72	8:-83	9:-73	
70	1	1:-46	2:-45	3:-42	4:-52	5:-61	6:-75	7:-81	8:-78	9:-85
72	1	1:-45	2:-51	3:-56	4:-52	5:-65	6:-66	7:-69	8:-83	9:-75	
72	1	1:-47	2:-46	3:-45	4:-56	5:-65	6:-74	7:-73	8:-86	9:-88
72	3	1:-48	2:-47	3:-47	4:-56	5:-54	6:-55	7:-68	8:-71	9:-72	
74	1	1:-46	2:-48	3:-45	4:-53	5:-64	6:-74	7:-73	8:-84	9:-90
75	1	1:-45	2:-48	3:-53	4:-51	5:-65	6:-66	7:-69	8:-83	9:-74	
75	1	1:-46	2:-50	3:-46	4:-57	5:-64	6:-72	7:-76	8:-82	9:-87
75	4	1:-59	2:-41	3:-57	4:-65	5:-48	6:-75	7:-74	8:-78	9:-81
76	1	1:-45	2:-47	3:-49	4:-49	5:-64	6:-66	7:-72	8:-75	9:-73	
77	3	1:-49	2:-54	3:-47	4:-83	5:-51	6:-55	7:-68	8:-72	9:-72	
77	4	1:-53	2:-51	3:-60	4:-64	5:-55	6:-65	7:-74	8:-73	9:-76	
79	2	1:-45	2:-47	3:-57	4:-51	5:-61	6:-62	7:-73	8:-77	9:-81	
8	1	1:-44	2:-47	3:-45	4:-53	5:-64	6:-73	7:-75	8:-86	9:-83
8	1	1:-46	2:-46	3:-48	4:-53	5:-62	6:-75	7:-75	8:-85	9:-88
80	3	1:-51	2:-48	3:-65	4:-59	5:-60	6:-55	7:-71	8:-72	9:-73	
81	1	1:-46	2:-54	3:-57	4:-51	5:-65	6:-67	7:-68	8:-83	9:-79	
84	1	1:-46	2:-47	3:-46	4:-52	5:-64	6:-74	7:-73	8:-85	9:-83
84	4	1:-53	2:-51	3:-61	4:-63	5:-55	6:-65	7:-74	8:-73	9:-75	
86	1	1:-45	2:-48	3:-55	4:-57	5:-63	6:-69	7:-71	8:-83	9:-80	
86	1	1:-45	2:-49	3:-57	4:-51	5:-62	6:-67	7:-70	8:-83	9:-81	
87	1	1:-45	2:-47	3:-56	4:-52	5:-65	6:-66	7:-68	8:-82	9:-75	
87	1	1:-47	2:-47	3:-46	4:-56	5:-64	6:-75	7:-73	8:-85	9:-88
87	1	1:-48	2:-49	3:-45	4:-57	5:-68	6:-74	7:-72	8:-84	9:-89
87	1	1:-48	2:-50	3:-46	4:-55	5:-64	6:-74	7:-73	8:-84	9:-84
89	1	1:-45	2:-46	3:-45	4:-58	5:-64	6:-79	7:-76	8:-83	9:-92
89	1	1:-47	2:-50	3:-45	4:-53	5:-64	6:-71	7:-73	8:-84	9:-84
9	1	1:-50	2:-43	3:-46	4:-57	5:-64	6:-72	7:-73	8:-82	9:-87
9	1	1:-50	2:-44	3:-46	4:-57	5:-65	6:-74	7:-75	8:-83	9:-87
90	1	1:-47	2:-47	3:-50	4:-50	5:-62	6:-69	7:-73	8:-75	9:-73	
91	1	1:-45	2:-49	3:-55	4:-51	5:-65	6:-67	7:-69	8:-83	9:-76	
91	2	1:-52	2:-57	3:-59	4:-45	5:-79	6:-85	7:-81	8:-85	9:-86
93	1	1:-47	2:-50	3:-45	4:-57	5:-64	6:-73	7:-73	8:-86	9:-89
96	1	1:-46	2:-47	3:-86	4:-57	5:-64	6:-74	7:-73	8:-85	9:-83
96	3	1:-46	2:-47	3:-50	4:-83	5:-59	6:-63	7:-67	8:-70	9:-72	
97	1	1:-45	2:-47	3:-57	4:-51	5:-67	6:-67	7:-71	8:-83	9:-82	
98	3	1:-52	2:-47	3:-65	4:-59	5:-63	6:-53	7:-71	8:-71	9:-73	
99	1	1:-46	2:-49	3:-48	4:-58	5:-63	6:-78	7:-73	8:-85	9:-89
99	3	1:-49	2:-47	3:-55	4:-57	5:-55	6:-56	7:-67	8:-71	9:-73	
