1	1:-48	2:-41	3:-46	4:-55	5:-63	6:-74	7:-74	8:-83	9:-87
1	1:-48	2:-42	3:-47	4:-54	5:-61	6:-74	7:-74	8:-84	9:-87
4	1:-53	2:-51	3:-61	4:-64	5:-57	6:-65	7:-74	8:-73	9:-74	
1	1:-47	2:-46	3:-45	4:-56	5:-65	6:-73	7:-73	8:-83	9:-88
1	1:-48	2:-45	3:-47	4:-57	5:-62	6:-73	7:-75	8:-85	9:-87
2	1:-47	2:-51	3:-64	4:-57	5:-66	6:-72	7:-72	8:-82	9:-78	
1	1:-45	2:-49	3:-53	4:-51	5:-65	6:-66	7:-70	8:-83	9:-74	
1	1:-45	2:-49	3:-53	4:-49	5:-64	6:-66	7:-69	8:-82	9:-79	
3	1:-46	2:-47	3:-50	4:-55	5:-56	6:-60	7:-67	8:-70	9:-75	
3	1:-52	2:-47	3:-64	4:-59	5:-58	6:-55	7:-71	8:-71	9:-73	
2	1:-47	2:-51	3:-61	4:-55	5:-65	6:-72	7:-73	8:-77	9:-79	
1	1:-45	2:-47	3:-45	4:-85	5:-64	6:-90	7:-76	8:-87	9:-83
4	1:-60	2:-44	3:-61	4:-60	5:-51	6:-69	7:-74	8:-82	9:-86
4	1:-50	2:-47	3:-56	4:-59	5:-60	6:-63	7:-70	8:-72	9:-75	
1	1:-45	2:-57	3:-54	4:-52	5:-65	6:-66	7:-68	8:-83	9:-75	
1	1:-53	2:-51	3:-56	4:-54	5:-60	6:-67	7:-77	8:-78	9:-83
1	1:-52	2:-46	3:-48	4:-52	5:-63	6:-73	7:-74	8:-82	9:-87
3	1:-47	2:-47	3:-51	4:-83	5:-56	6:-61	7:-71	8:-69	9:-75	
1	1:-45	2:-49	3:-55	4:-53	5:-65	6:-67	7:-69	8:-83	9:-77	
1	1:-45	2:-49	3:-60	4:-53	5:-65	6:-67	7:-72	8:0	9:-76	
1	1:-45	2:-51	3:-54	4:-51	5:-64	6:-66	7:-68	8:-83	9:-75	
3	1:-50	2:-47	3:-60	4:-58	5:-59	6:-57	7:-69	8:-72	9:-73	
1	1:-44	2:-47	3:-46	4:-52	5:-64	6:-74	7:-73	8:-87	9:-88
