O:,73.13,-2.82,-51.12,
O:,73.18,-2.77,-51.07,
O:,72.94,-2.91,-50.95,
O:,72.94,-2.92,-50.99,
O:,72.92,-2.93,-50.97,
O:,72.88,-2.99,-51.12,
L:,25.45,
L:,25.95,
L:,25.55,
L:,25.05,
O:,72.75,-3.06,-51.06,
L:,25.0,
L:,24.1,
L:,23.1,
O:,72.75,-3.05,-51.01,
L:,21.2,
L:,19.2,
L:,18.1,
L:,17.1,
L:,17.0,
L:,17.0,
S:,502.0,
O:,71.41,-2.71,-51.04,
O:,71.84,-2.74,-51.0,
O:,71.57,-2.85,-51.02,
O:,71.76,-2.86,-51.06,
O:,72.22,-2.75,-51.05,
O:,71.95,-2.87,-51.01,
O:,71.96,-2.83,-50.94,
O:,71.84,-2.77,-50.94,
O:,71.96,-2.76,-50.98,
O:,71.84,-2.81,-50.97,
O:,71.82,-2.95,-50.99,
O:,71.8,-2.86,-50.97,
O:,71.61,-2.95,-51.0,
O:,71.67,-2.87,-51.03,
O:,71.61,-2.88,-51.04,
O:,71.91,-2.81,-50.98,
O:,71.76,-2.91,-50.99,
O:,71.72,-2.93,-50.94,
O:,71.72,-2.93,-50.97,
O:,71.73,-2.92,-50.96,
O:,71.8,-2.88,-51.0,
O:,71.82,-2.87,-50.98,
O:,71.81,-2.87,-50.97,
O:,71.81,-2.87,-50.98,
O:,71.88,-2.81,-50.9,
O:,71.93,-2.79,-50.95,
O:,71.86,-2.84,-50.98,
O:,71.92,-2.81,-51.02,
O:,71.92,-2.81,-51.03,
O:,71.92,-2.81,-51.0,
O:,71.89,-2.84,-51.06,
O:,71.91,-2.83,-51.07,
O:,72.03,-2.74,-51.03,
O:,72.06,-2.74,-51.12,
O:,71.96,-2.79,-51.04,
O:,71.93,-2.83,-51.12,
O:,71.88,-2.84,-51.04,
O:,71.77,-2.9,-50.97,
O:,71.58,-3.02,-50.95,
O:,71.63,-3.0,-51.02,
O:,71.57,-3.05,-51.05,
O:,71.48,-3.13,-51.12,
O:,71.67,-2.99,-51.07,
O:,71.93,-2.8,-51.01,
O:,71.77,-2.89,-50.94,
O:,71.71,-2.93,-50.95,
O:,71.85,-2.85,-50.99,
O:,71.78,-2.9,-51.02,
O:,71.76,-2.9,-50.98,
O:,71.77,-2.89,-50.94,
O:,71.75,-2.91,-50.97,
O:,71.76,-2.91,-51.0,
O:,71.76,-2.92,-51.01,
O:,71.72,-2.94,-51.0,
O:,71.8,-2.89,-51.01,
O:,71.79,-2.9,-51.04,
O:,71.88,-2.83,-51.01,
O:,71.82,-2.88,-51.04,
O:,71.96,-2.79,-51.02,
O:,71.8,-2.89,-51.01,
O:,71.8,-2.88,-50.98,
O:,71.82,-2.87,-51.01,
O:,71.72,-2.95,-51.02,
O:,71.9,-2.84,-51.08,
O:,71.94,-2.8,-51.01,
O:,71.94,-2.78,-50.94,
O:,72.03,-2.73,-50.99,
O:,71.92,-2.81,-51.0,
O:,71.88,-2.83,-50.99,
O:,71.95,-2.79,-51.01,
O:,71.89,-2.83,-51.02,
O:,71.9,-2.82,-51.0,
L:,17.45,
L:,17.95,
L:,18.0,
L:,17.55,
L:,17.05,
L:,17.45,
L:,17.95,
L:,17.55,
L:,17.05,
L:,17.45,
L:,17.94,
O:,72.01,-2.77,-51.08,
L:,17.55,
L:,17.05,
O:,72.02,-2.75,-51.06,
L:,17.45,
L:,17.95,
L:,18.0,
O:,72.03,-2.74,-51.03,
L:,17.55,
L:,17.05,
L:,17.45,
L:,17.95,
O:,71.99,-2.77,-51.03,
L:,18.0,
L:,18.0,
L:,17.0,
S:,502.0,
L:,17.45,
L:,17.95,
L:,18.0,
O:,69.81,-2.9,-50.98,
O:,69.21,-2.82,-50.95,
L:,18.45,
L:,18.95,
O:,69.12,-2.8,-51.08,
L:,19.45,
L:,19.95,
L:,20.44,
L:,20.93,
O:,68.12,-3.07,-50.83,
L:,20.56,
L:,20.05,
L:,19.1,
L:,18.1,
O:,67.64,-3.16,-50.63,
L:,17.55,
L:,17.05,
O:,68.2,-2.93,-50.63,
L:,16.55,
L:,16.05,
L:,16.45,
L:,16.95,
O:,68.42,-2.81,-50.7,
L:,17.27,
L:,17.57,
L:,17.87,
L:,18.0,
O:,68.72,-2.67,-50.61,
O:,68.14,-2.82,-50.73,
L:,18.45,
L:,18.95,
L:,19.0,
O:,67.47,-3.2,-51.12,
