
O:,68.8,-2.85,-50.79,
O:,68.79,-2.88,-50.89,
O:,68.83,-2.91,-51.05,
O:,68.75,-2.78,-50.44,
O:,68.96,-2.85,-51.12,
O:,68.81,-2.8,-51.13,
O:,68.66,-2.8,-51.05,
L:,18.58,
L:,18.11,
L:,18.0,
O:,68.76,-2.86,-51.22,
L:,18.45,
L:,18.95,
O:,68.61,-3.02,-51.19,
L:,19.0,
O:,68.63,-2.88,-50.49,
O:,68.41,-2.89,-50.49,
O:,68.41,-2.86,-50.41,
O:,69.12,-2.8,-50.99,
O:,69.03,-2.76,-50.93,
O:,69.05,-2.72,-50.89,
O:,69.08,-2.7,-50.87,
O:,69.0,-2.82,-50.9,
O:,69.16,-2.74,-50.82,
O:,69.43,-2.63,-50.81,
O:,69.39,-2.6,-50.91,
O:,69.35,-2.69,-50.95,
O:,69.1,-2.76,-50.97,
O:,69.08,-2.82,-50.97,
O:,69.15,-2.73,-50.87,
L:,19.0,
L:,19.0,
S:,502.0,
O:,67.89,-2.81,-50.79,
O:,67.43,-2.8,-50.77,
O:,67.23,-2.82,-50.78,
O:,67.47,-2.78,-50.82,
O:,67.51,-2.78,-50.81,
O:,67.72,-2.8,-50.91,
O:,67.72,-2.79,-50.88,
O:,67.96,-2.72,-50.9,
O:,68.07,-2.74,-50.96,
O:,68.13,-2.77,-50.92,
O:,68.1,-2.75,-50.88,
O:,67.89,-2.82,-50.86,
O:,68.03,-2.78,-50.81,
O:,68.11,-2.72,-50.85,
O:,68.02,-2.79,-50.86,
O:,68.34,-2.71,-50.81,
O:,68.33,-2.72,-50.82,
O:,68.38,-2.68,-50.8,
O:,68.23,-2.8,-50.86,
O:,68.25,-2.78,-50.84,
O:,68.11,-2.87,-50.83,
O:,68.07,-2.88,-50.79,
O:,68.09,-2.89,-50.84,
O:,68.14,-2.86,-50.86,
O:,68.18,-2.84,-50.89,
O:,68.18,-2.85,-50.91,
O:,68.16,-2.86,-50.9,
O:,68.19,-2.84,-50.91,
O:,68.12,-2.88,-50.89,
O:,68.14,-2.87,-50.91,
O:,68.27,-2.79,-50.9,
O:,68.31,-2.75,-50.88,
O:,68.3,-2.75,-50.85,
O:,68.43,-2.65,-50.81,
O:,68.31,-2.74,-50.84,
O:,68.3,-2.74,-50.81,
O:,68.27,-2.76,-50.8,
O:,68.39,-2.67,-50.78,
O:,68.34,-2.69,-50.76,
O:,68.37,-2.69,-50.79,
O:,68.45,-2.64,-50.83,
O:,68.4,-2.68,-50.86,
O:,68.38,-2.69,-50.83,
O:,68.23,-2.79,-50.83,
O:,68.36,-2.71,-50.84,
O:,68.43,-2.68,-50.88,
O:,68.24,-2.8,-50.9,
O:,68.22,-2.8,-50.85,
O:,68.12,-2.84,-50.76,
O:,68.31,-2.75,-50.89,
O:,68.14,-2.86,-50.87,
O:,68.21,-2.82,-50.87,
O:,68.21,-2.82,-50.88,
O:,68.12,-2.88,-50.89,
O:,68.21,-2.83,-50.91,
O:,68.22,-2.81,-50.86,
O:,68.27,-2.78,-50.89,
O:,68.26,-2.81,-50.94,
O:,68.26,-2.81,-50.96,
O:,68.36,-2.73,-50.9,
O:,68.41,-2.66,-50.81,
O:,68.42,-2.68,-50.88,
O:,68.49,-2.62,-50.82,
O:,68.36,-2.76,-51.01,
O:,68.27,-2.81,-51.0,
O:,68.21,-2.84,-50.95,
O:,68.35,-2.75,-50.95,
O:,68.44,-2.69,-50.96,
O:,68.38,-2.73,-50.96,
O:,68.43,-2.71,-50.99,
O:,68.46,-2.67,-50.93,
O:,68.52,-2.64,-50.96,
O:,68.46,-2.66,-50.9,
O:,68.48,-2.64,-50.9,
O:,68.49,-2.64,-50.92,
O:,68.43,-2.68,-50.91,
O:,68.47,-2.65,-50.88,
O:,68.49,-2.63,-50.84,
O:,68.47,-2.62,-50.8,
L:,18.0,
L:,18.0,
S:,502.0,
O:,68.85,-2.73,-50.93,
O:,68.49,-2.68,-50.95,
O:,68.64,-2.69,-50.91,
O:,68.2,-2.71,-50.96,
O:,68.38,-2.67,-50.92,
O:,68.26,-2.64,-50.93,
O:,68.21,-2.63,-50.91,
O:,68.06,-2.68,-50.94,
O:,68.04,-2.73,-50.96,
O:,68.14,-2.78,-50.94,
O:,68.11,-2.72,-51.0,
O:,67.61,-2.75,-50.97,
O:,68.22,-2.7,-50.94,
O:,68.42,-2.74,-50.93,
O:,68.54,-2.66,-50.89,
O:,68.25,-2.69,-50.94,
