Server started，，，，，，
140.115.139.172:9999
Client connected，，，，，，
94.0,-33.6,-3.48,10.74,105.63,-26.56,-0.18,0.0,1.0714053,3.6104562,8.034941,3501.0
94.0,-33.6,-3.48,10.74,105.63,-26.56,-0.18,0.0,2.9005754,4.6926355,9.883265,3501.0
86.0,-32.58,-4.86,8.94,103.66,-25.88,9.73,0.0,1.3347675,5.0278234,9.193734,3501.0
86.0,-32.58,-4.86,8.94,103.66,-25.88,9.73,0.0,2.7234044,5.425261,8.226477,3501.0
77.0,-31.56,-6.18,7.2,100.85,-32.53,10.54,0.0,2.043451,4.88896,8.882488,3501.0
77.0,-31.56,-6.18,7.2,100.85,-32.53,10.54,0.0,2.694674,5.7365074,7.867347,3501.0
78.0,-30.6,-7.5,5.46,103.37,-32.75,10.74,0.0,2.0769699,4.414908,8.848969,3501.0
80.0,-29.64,-8.88,3.84,105.61,-33.74,6.88,0.0,1.459266,5.741296,6.5840545,3501.0
111.0,-26.88,-12.96,-0.96,111.32,-33.16,-12.4,0.0,-1.4568717,0.5602432,7.61835,3501.0
111.0,-26.88,-12.96,-0.96,111.32,-33.16,-12.4,0.0,-0.005985504,5.813122,-3.6343982,3501.0
2.0,-22.26,-17.7,-4.98,168.51,151.54,-61.05,0.0,-10.296265,-4.2760444,-7.929596,3501.0
0.0,-7.02,-18.06,-10.14,109.61,-171.93,-50.4,0.0,-7.6147585,-3.2513258,-4.2664676,3501.0
0.0,2.52,-16.74,-9.72,203.95,168.51,-67.65,0.0,-6.35062,1.0965444,-6.5601125,3501.0
0.0,2.52,-16.74,-9.72,203.95,168.51,-67.65,0.0,-5.1487308,2.0015526,-3.8977604,3501.0
0.0,13.26,-14.88,-6.06,181.36,156.64,-59.5,0.0,-11.981782,-3.1603463,-3.0502129,3501.0
0.0,25.74,-10.5,-2.52,73.98,-164.51,-64.2,0.0,-8.562862,3.0023289,-6.919243,3501.0
27.0,23.82,-12.9,-4.38,186.21,-11.88,-74.91,0.0,-12.896367,1.1109096,-0.2681506,3501.0
0.0,21.48,-13.44,-7.86,166.49,171.44,-87.68,0.0,-12.0248785,-1.1061212,-2.3511062,3501.0
1.0,21.42,-13.32,-8.76,160.81,14.68,-89.95,0.0,-8.701726,0.45968673,3.0885203,3501.0
1.0,21.42,-13.32,-8.76,160.81,14.68,-89.95,0.0,-5.8238955,-0.6464345,1.6424223,3501.0
0.0,20.88,-14.58,-11.7,137.89,170.16,-86.49,0.0,-10.535685,-0.11492168,0.94810385,3501.0
0.0,25.14,19.02,7.2,245.11,-78.97,8.45,0.0,-1.447295,-10.821792,-7.053318,3529.0
0.0,25.14,19.02,7.2,245.11,-78.97,8.45,0.0,-1.9692309,-11.903971,0.6464345,3529.0
0.0,25.2,19.02,7.02,251.51,-72.77,10.07,0.0,3.7912183,-10.366894,-3.1507695,3529.0
0.0,25.2,19.02,7.02,251.51,-72.77,10.07,0.0,0.34835634,-9.160215,5.2624555,3529.0
0.0,25.32,18.96,6.9,258.24,-60.51,7.61,0.0,0.22385786,-5.765238,-2.0159178,3529.0
0.0,25.32,18.96,6.9,258.24,-60.51,7.61,0.0,0.7266402,-9.854534,1.6807296,3529.0
0.0,25.38,18.84,6.84,258.57,-71.8,3.89,0.0,1.8710686,-2.0685902,-2.2697031,3529.0
0.0,25.5,18.78,6.84,255.24,-82.97,0.86,0.0,3.015497,-10.156203,1.4891934,3529.0
0.0,25.5,18.78,6.84,255.24,-82.97,0.86,0.0,-1.9405005,-9.691729,-8.149862,3529.0
0.0,25.68,18.42,6.96,258.01,-83.03,1.69,0.0,-0.59495914,-9.509769,-4.185065,3529.0
0.0,25.8,18.3,7.08,258.0,-85.0,0.68,0.0,-1.4616601,-10.113108,-0.81881696,3529.0
0.0,25.8,18.18,7.2,259.08,-84.85,0.75,0.0,0.5351041,-9.849746,-0.6607997,3529.0
0.0,25.86,18.0,7.62,256.73,-82.46,1.23,0.0,-0.973243,-10.749966,-5.3199162,3529.0
0.0,25.8,17.88,7.8,255.9,-71.85,1.53,0.0,-0.025139118,-7.053318,0.79008657,3529.0
0.0,25.8,17.82,7.92,257.43,-66.52,3.4,0.0,0.48722005,-7.9008656,0.35434186,3529.0
0.0,25.8,17.82,7.92,257.43,-66.52,3.4,0.0,-2.7353754,-23.39614,-14.867992,3529.0
0.0,25.8,17.76,7.92,260.69,-82.05,4.23,0.0,-0.8535329,-8.197746,-9.126697,3529.0
0.0,25.8,17.76,7.98,257.63,-82.74,4.69,0.0,-1.174356,-9.174581,-0.20111294,3529.0
0.0,25.8,17.76,7.98,257.63,-82.74,4.69,0.0,-2.586935,-10.606314,-7.1395097,3529.0
0.0,25.74,17.76,7.98,244.3,-83.38,4.29,0.0,1.0666169,-14.4370365,-6.205771,3529.0
0.0,25.74,17.76,8.04,250.32,-81.12,6.43,0.0,1.5693992,-6.631939,-3.1316159,3529.0
0.0,25.74,17.76,8.04,250.32,-81.12,6.43,0.0,-2.5103204,-7.393295,-4.003105,3529.0
0.0,25.74,17.7,7.98,248.63,-73.54,6.66,0.0,0.7745243,-7.9870567,-0.05267244,3529.0
