(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
(0.7152980562124712, 0.5, 0.5)
