-2.0 	 2
-32.0 	 2
-4.0 	 1
-48.0 	 1
-5.0 	 1
-51.0 	 1
-52.0 	 2
-53.0 	 1
-54.0 	 1
-55.0 	 1
-59.0 	 6
-61.0 	 1
-63.0 	 1
-69.0 	 1
10.0 	 1
12.0 	 1
18.0 	 2
19.0 	 1
20.0 	 2
22.0 	 1
23.0 	 1
25.0 	 1
4.0 	 1
6.0 	 1
7.0 	 1
8.0 	 2
