-111.0 	 3
-112.0 	 1
-113.0 	 1
-114.0 	 8
-115.0 	 2
-116.0 	 3
-117.0 	 1
-118.0 	 4
-119.0 	 4
-120.0 	 1
-121.0 	 1
-122.0 	 2
-123.0 	 2
-124.0 	 6
-125.0 	 3
-126.0 	 52
-127.0 	 2
-128.0 	 2
-129.0 	 2
-130.0 	 3
-131.0 	 5
-132.0 	 4
-133.0 	 1
-134.0 	 2
-135.0 	 3
-136.0 	 1
-137.0 	 2
-138.0 	 2
-140.0 	 2
-141.0 	 2
-142.0 	 1
-143.0 	 2
-144.0 	 2
-145.0 	 1
-150.0 	 1
-153.0 	 1
-155.0 	 1
-157.0 	 1
-159.0 	 2
-160.0 	 2
-161.0 	 1
-165.0 	 1
-167.0 	 2
-170.0 	 1
-176.0 	 4
-177.0 	 1
-178.0 	 1
-179.0 	 2
110.0 	 1
114.0 	 4
115.0 	 1
117.0 	 41
122.0 	 3
123.0 	 3
125.0 	 6
126.0 	 4
127.0 	 4
129.0 	 1
130.0 	 1
131.0 	 4
134.0 	 1
135.0 	 2
136.0 	 1
137.0 	 1
140.0 	 3
141.0 	 1
142.0 	 1
143.0 	 2
145.0 	 2
146.0 	 1
148.0 	 19
149.0 	 2
150.0 	 2
153.0 	 1
154.0 	 2
155.0 	 1
157.0 	 1
159.0 	 1
160.0 	 1
161.0 	 5
162.0 	 2
164.0 	 6
165.0 	 1
168.0 	 1
169.0 	 2
170.0 	 2
171.0 	 1
173.0 	 6
175.0 	 3
