100.0 	 3
101.0 	 1
102.0 	 2
104.0 	 6
105.0 	 20
106.0 	 3
107.0 	 4
108.0 	 2
109.0 	 2
110.0 	 3
111.0 	 3
112.0 	 4
113.0 	 4
114.0 	 4
115.0 	 4
116.0 	 5
117.0 	 8
118.0 	 10
119.0 	 4
120.0 	 1
121.0 	 1
122.0 	 4
123.0 	 5
124.0 	 6
125.0 	 3
126.0 	 2
127.0 	 9
128.0 	 4
129.0 	 7
130.0 	 4
131.0 	 3
132.0 	 6
133.0 	 2
134.0 	 6
135.0 	 3
137.0 	 3
138.0 	 1
139.0 	 2
141.0 	 1
142.0 	 3
143.0 	 4
144.0 	 5
145.0 	 2
146.0 	 2
150.0 	 1
151.0 	 40
21.0 	 10
22.0 	 3
24.0 	 7
26.0 	 1
30.0 	 1
31.0 	 3
33.0 	 8
34.0 	 1
35.0 	 1
37.0 	 1
38.0 	 2
39.0 	 1
40.0 	 2
42.0 	 3
43.0 	 2
44.0 	 3
45.0 	 2
46.0 	 3
48.0 	 4
49.0 	 4
50.0 	 1
51.0 	 3
52.0 	 1
53.0 	 5
54.0 	 6
55.0 	 4
56.0 	 2
57.0 	 2
58.0 	 8
60.0 	 5
62.0 	 2
63.0 	 2
67.0 	 15
68.0 	 7
70.0 	 1
71.0 	 2
72.0 	 3
73.0 	 7
74.0 	 7
75.0 	 5
76.0 	 2
77.0 	 9
78.0 	 6
79.0 	 6
80.0 	 7
81.0 	 3
82.0 	 8
83.0 	 6
84.0 	 2
85.0 	 5
86.0 	 7
87.0 	 6
88.0 	 1
89.0 	 5
90.0 	 4
91.0 	 5
92.0 	 3
95.0 	 2
96.0 	 4
97.0 	 6
98.0 	 2
99.0 	 6
