Washing in bathroom 	SW 	-156.0 	20141008_142212 	2014-10-08 14:22:44 	
Washing in bathroom 	SW 	-112.0 	20141008_142212 	2014-10-08 14:22:48 	
Washing in bathroom 	SW 	-141.0 	20141008_143531 	2014-10-08 14:35:44 	
Washing in bathroom 	SW 	-140.0 	20141008_143531 	2014-10-08 14:35:49 	
Washing in bathroom 	SW 	-111.0 	20141021_002203 	2014-10-21 00:22:11 	
Washing in bathroom 	SW 	-116.0 	20141021_002203 	2014-10-21 00:22:16 	
Washing in bathroom 	W 	-109.0 	20141025_233940 	2014-10-25 23:40:02 	
Washing in bathroom 	W 	-102.0 	20141025_233940 	2014-10-25 23:40:06 	
Washing in bathroom 	SW 	-112.0 	20141025_234258 	2014-10-25 23:43:08 	
Washing in bathroom 	SW 	-150.0 	20141025_234258 	2014-10-25 23:43:12 	
Washing in bathroom 	NW 	-62.0 	 	2014-10-25 23:43:50 	
Washing in bathroom 	NW 	-62.0 	 	2014-10-25 23:43:51 	
Washing in bathroom 	W 	-103.0 	20141026_122948 	2014-10-26 12:30:07 	
Washing in bathroom 	W 	-103.0 	20141026_122948 	2014-10-26 12:30:11 	
Washing in bathroom 	W 	-102.0 	20141026_123023 	2014-10-26 12:31:13 	
Washing in bathroom 	W 	-101.0 	20141026_123023 	2014-10-26 12:31:17 	
Washing in bathroom 	NW 	-69.0 	20141028_230355 	2014-10-28 23:04:11 	
Washing in bathroom 	NW 	-65.0 	20141028_230355 	2014-10-28 23:04:16 	
Washing in bathroom 	W 	-99.0 	20141029_114940 	2014-10-29 11:49:58 	
Washing in bathroom 	W 	-101.0 	20141029_114940 	2014-10-29 11:50:02 	
Washing in bathroom 	W 	-97.0 	20141031_212158 	2014-10-31 21:22:14 	
Washing in bathroom 	W 	-102.0 	20141031_212158 	2014-10-31 21:22:18 	
Washing in bathroom 	W 	-95.0 	20141031_223116 	2014-10-31 22:32:01 	
Washing in bathroom 	W 	-94.0 	20141031_223116 	2014-10-31 22:32:05 	
Washing in bathroom 	SW 	-113.0 	20141031_232846 	2014-10-31 23:29:01 	
Washing in bathroom 	SW 	-117.0 	20141031_232846 	2014-10-31 23:29:05 	
Washing in bathroom 	W 	-97.0 	20141101_202410 	2014-11-01 20:24:24 	
Washing in bathroom 	W 	-102.0 	20141101_202410 	2014-11-01 20:24:28 	
Washing in bathroom 	W 	-84.0 	20141101_202824 	2014-11-01 20:28:41 	
Washing in bathroom 	W 	-79.0 	20141101_202824 	2014-11-01 20:28:45 	
Washing in bathroom 	W 	-96.0 	20141102_215441 	2014-11-02 21:54:59 	
Washing in bathroom 	W 	-94.0 	20141102_215441 	2014-11-02 21:55:04 	
Washing in bathroom 	W 	-103.0 	20141103_120847 	2014-11-03 12:09:01 	
Washing in bathroom 	W 	-108.0 	20141103_120847 	2014-11-03 12:09:05 	
Washing in bathroom 	W 	-84.0 	20141103_235522 	2014-11-03 23:55:34 	
Washing in bathroom 	W 	-84.0 	20141103_235522 	2014-11-03 23:55:38 	
Washing in bathroom 	W 	-84.0 	20141103_235630 	2014-11-03 23:56:42 	
Washing in bathroom 	W 	-86.0 	20141103_235630 	2014-11-03 23:56:46 	
Washing in bathroom 	W 	-97.0 	20141105_115139 	2014-11-05 11:51:54 	
Washing in bathroom 	W 	-99.0 	20141105_115139 	2014-11-05 11:51:58 	
Washing in bathroom 	W 	-103.0 	20141105_115222 	2014-11-05 11:52:33 	
Washing in bathroom 	W 	-106.0 	20141105_115222 	2014-11-05 11:52:37 	
Washing in bathroom 	W 	-99.0 	20141105_115343 	2014-11-05 11:53:54 	
Washing in bathroom 	W 	-94.0 	20141105_115343 	2014-11-05 11:53:59 	
Washing in bathroom 	W 	-93.0 	20141105_115612 	2014-11-05 11:56:25 	
Washing in bathroom 	W 	-91.0 	20141105_115612 	2014-11-05 11:56:29 	
Washing in bathroom 	NW 	-49.0 	20141105_185559 	2014-11-05 18:56:15 	
Washing in bathroom 	NW 	-49.0 	20141105_185559 	2014-11-05 18:56:19 	
Washing in bathroom 	NW 	-41.0 	20141105_185713 	2014-11-05 18:57:26 	
Washing in bathroom 	NW 	-46.0 	20141105_185713 	2014-11-05 18:57:30 	
Washing in bathroom 	W 	-102.0 	20141107_232011 	2014-11-07 23:20:18 	
Washing in bathroom 	W 	-102.0 	20141107_232011 	2014-11-07 23:20:22 	
Washing in bathroom 	SW 	-110.0 	 	2014-11-07 23:22:48 	
Washing in bathroom 	SW 	-113.0 	 	2014-11-07 23:22:52 	
Washing in bathroom 	SW 	-113.0 	20141107_232358 	2014-11-07 23:24:05 	
Washing in bathroom 	SW 	-116.0 	20141107_232358 	2014-11-07 23:24:09 	
Washing in bathroom 	W 	-92.0 	20141108_143521 	2014-11-08 14:35:28 	
Washing in bathroom 	W 	-87.0 	20141108_143521 	2014-11-08 14:35:32 	
Washing in bathroom 	NW 	-54.0 	20141109_221759 	2014-11-09 22:18:06 	
Washing in bathroom 	NW 	-54.0 	20141109_221759 	2014-11-09 22:18:10 	
Washing in bathroom 	NW 	-48.0 	20141109_221820 	2014-11-09 22:18:27 	
Washing in bathroom 	NW 	-56.0 	20141109_221820 	2014-11-09 22:18:31 	
Washing in bathroom 	SW 	-116.0 	20141110_002914 	2014-11-10 00:29:22 	
Washing in bathroom 	SW 	-116.0 	20141110_002914 	2014-11-10 00:29:26 	
Washing in bathroom 	W 	-84.0 	20141110_222314 	2014-11-10 22:23:21 	
Washing in bathroom 	W 	-90.0 	20141110_222314 	2014-11-10 22:23:25 	
Washing in bathroom 	W 	-84.0 	 	2014-11-10 22:23:47 	
Washing in bathroom 	W 	-85.0 	 	2014-11-10 22:23:51 	
Washing in bathroom 	W 	-77.0 	20141111_114215 	2014-11-11 11:42:22 	
Washing in bathroom 	W 	-78.0 	20141111_114215 	2014-11-11 11:42:26 	
Washing in bathroom 	W 	-90.0 	 	2014-11-11 12:42:19 	
Washing in bathroom 	W 	-84.0 	 	2014-11-11 12:42:23 	
Washing in bathroom 	W 	-86.0 	20141112_003230 	2014-11-12 00:32:37 	
Washing in bathroom 	W 	-87.0 	20141112_003230 	2014-11-12 00:32:41 	
Washing in bathroom 	SW 	-129.0 	20141112_120856 	2014-11-12 12:09:03 	
Washing in bathroom 	SW 	-129.0 	20141112_120856 	2014-11-12 12:09:07 	
Washing in bathroom 	W 	-97.0 	20141112_153304 	2014-11-12 15:33:11 	
Washing in bathroom 	W 	-96.0 	20141112_153304 	2014-11-12 15:33:15 	
Washing in bathroom 	W 	-92.0 	20141112_183222 	2014-11-12 18:32:29 	
Washing in bathroom 	W 	-91.0 	20141112_183222 	2014-11-12 18:32:33 	
Washing in bathroom 	W 	-95.0 	 	2014-11-12 18:32:54 	
Washing in bathroom 	W 	-92.0 	 	2014-11-12 18:32:58 	
Washing in bathroom 	W 	-87.0 	20141112_191705 	2014-11-12 19:17:12 	
Washing in bathroom 	W 	-85.0 	20141112_191705 	2014-11-12 19:17:16 	
Washing in bathroom 	W 	-79.0 	20141112_191731 	2014-11-12 19:17:38 	
Washing in bathroom 	W 	-80.0 	20141112_191731 	2014-11-12 19:17:43 	
Washing in bathroom 	W 	-107.0 	20141112_225801 	2014-11-12 22:58:08 	
Washing in bathroom 	W 	-100.0 	20141112_225801 	2014-11-12 22:58:12 	
Washing in bathroom 	W 	-77.0 	 	2014-11-12 23:34:13 	
Washing in bathroom 	W 	-80.0 	 	2014-11-12 23:34:17 	
Washing in bathroom 	W 	-77.0 	20141112_233430 	2014-11-12 23:34:37 	
Washing in bathroom 	W 	-79.0 	20141112_233430 	2014-11-12 23:34:41 	
Washing in bathroom 	W 	-82.0 	20141112_233545 	2014-11-12 23:35:52 	
Washing in bathroom 	W 	-79.0 	20141112_233545 	2014-11-12 23:35:56 	
Washing in bathroom 	W 	-74.0 	20141113_194050 	2014-11-13 19:40:57 	
Washing in bathroom 	W 	-71.0 	20141113_194050 	2014-11-13 19:41:01 	
Washing in bathroom 	W 	-74.0 	 	2014-11-13 19:41:23 	
Washing in bathroom 	W 	-78.0 	 	2014-11-13 19:41:27 	
Washing in bathroom 	W 	-77.0 	20141113_194138 	2014-11-13 19:41:45 	
Washing in bathroom 	W 	-73.0 	20141113_194138 	2014-11-13 19:41:49 	
Washing in bathroom 	SW 	-129.0 	20141114_005621 	2014-11-14 00:56:28 	
Washing in bathroom 	SW 	-129.0 	20141114_005621 	2014-11-14 00:56:33 	
Washing in bathroom 	SW 	-129.0 	 	2014-11-14 00:56:58 	
Washing in bathroom 	SW 	-129.0 	 	2014-11-14 00:57:02 	
Washing in bathroom 	SW 	-129.0 	20141114_005753 	2014-11-14 00:58:00 	
Washing in bathroom 	SW 	-129.0 	20141114_005753 	2014-11-14 00:58:04 	
Washing in bathroom 	SW 	-129.0 	20141114_005903 	2014-11-14 00:59:10 	
Washing in bathroom 	SW 	-129.0 	20141114_005903 	2014-11-14 00:59:14 	
Washing in bathroom 	W 	-84.0 	20141114_114936 	2014-11-14 11:49:43 	
Washing in bathroom 	W 	-80.0 	20141114_114936 	2014-11-14 11:49:47 	
Washing in bathroom 	W 	-86.0 	20141114_115203 	2014-11-14 11:52:10 	
Washing in bathroom 	W 	-81.0 	20141114_115203 	2014-11-14 11:52:14 	
Washing in bathroom 	W 	-99.0 	20141114_190509 	2014-11-14 19:05:16 	
Washing in bathroom 	W 	-92.0 	20141114_190509 	2014-11-14 19:05:20 	
Washing in bathroom 	W 	-98.0 	 	2014-11-14 19:06:24 	
Washing in bathroom 	W 	-94.0 	 	2014-11-14 19:06:28 	
Washing in bathroom 	W 	-98.0 	20141114_190645 	2014-11-14 19:06:52 	
Washing in bathroom 	W 	-94.0 	20141114_190645 	2014-11-14 19:06:56 	
Washing in bathroom 	W 	-103.0 	20141114_202342 	2014-11-14 20:23:49 	
Washing in bathroom 	W 	-102.0 	20141114_202342 	2014-11-14 20:23:53 	
Washing in bathroom 	W 	-102.0 	20141114_202432 	2014-11-14 20:24:39 	
Washing in bathroom 	W 	-107.0 	20141114_202432 	2014-11-14 20:24:43 	
Washing in bathroom 	W 	-94.0 	20141114_202545 	2014-11-14 20:25:52 	
Washing in bathroom 	W 	-94.0 	20141114_202545 	2014-11-14 20:25:56 	
Washing in bathroom 	W 	-92.0 	20141114_234540 	2014-11-14 23:45:47 	
Washing in bathroom 	W 	-88.0 	20141114_234540 	2014-11-14 23:45:51 	
Washing in bathroom 	W 	-95.0 	 	2014-11-14 23:46:24 	
Washing in bathroom 	W 	-96.0 	 	2014-11-14 23:46:28 	
Washing in bathroom 	SW 	-115.0 	20141115_131625 	2014-11-15 13:16:32 	
Washing in bathroom 	SW 	-117.0 	20141115_131625 	2014-11-15 13:16:37 	
Washing in bathroom 	SW 	-112.0 	 	2014-11-15 13:16:53 	
Washing in bathroom 	SW 	-119.0 	 	2014-11-15 13:16:57 	
Washing in bathroom 	SW 	-112.0 	20141115_131706 	2014-11-15 13:17:13 	
Washing in bathroom 	SW 	-115.0 	20141115_131706 	2014-11-15 13:17:17 	
Washing in bathroom 	SW 	-112.0 	20141115_143824 	2014-11-15 14:38:31 	
Washing in bathroom 	SW 	-116.0 	20141115_143824 	2014-11-15 14:38:35 	
Washing in bathroom 	SW 	-122.0 	20141115_170621 	2014-11-15 17:06:28 	
Washing in bathroom 	SW 	-122.0 	20141115_170621 	2014-11-15 17:06:32 	
Washing in bathroom 	SW 	-115.0 	 	2014-11-15 17:07:12 	
Washing in bathroom 	SW 	-128.0 	 	2014-11-15 17:07:16 	
Washing in bathroom 	SW 	-110.0 	20141116_155837 	2014-11-16 15:58:44 	
Washing in bathroom 	SW 	-112.0 	20141116_155837 	2014-11-16 15:58:48 	
Washing in bathroom 	SW 	-113.0 	 	2014-11-16 15:59:56 	
Washing in bathroom 	W 	-108.0 	 	2014-11-16 16:00:00 	
Washing in bathroom 	W 	-109.0 	20141116_160012 	2014-11-16 16:00:19 	
Washing in bathroom 	SW 	-112.0 	20141116_160012 	2014-11-16 16:00:23 	
Bathroom 	W 	-106.0 	 	2014-10-07 16:10:58 	
Bathroom 	W 	-106.0 	 	2014-10-07 16:11:02 	
Bathroom 	W 	-106.0 	 	2014-10-07 16:15:29 	
Bathroom 	W 	-106.0 	 	2014-10-07 16:15:34 	
Bathroom 	W 	-95.0 	20141007_200459 	2014-10-07 20:05:30 	
Bathroom 	W 	-95.0 	20141007_200559 	2014-10-07 20:06:17 	
Bathroom 	W 	-95.0 	20141007_200620 	2014-10-07 20:06:49 	
Bathroom 	W 	-82.0 	 	2014-10-07 20:14:26 	
