Bathroom 	W 	-95.0 	 	2014-10-07 23:30:01 	
Bathroom 	W 	-95.0 	 	2014-10-07 23:30:05 	
Bathroom 	SW 	-147.0 	 	2014-10-07 23:43:40 	
Bathroom 	SW 	-146.0 	 	2014-10-07 23:43:44 	
Bathroom 	W 	-74.0 	 	2014-10-08 08:58:43 	
Bathroom 	W 	-74.0 	 	2014-10-08 08:58:48 	
Bathroom 	W 	-80.0 	 	2014-10-08 09:11:00 	
Bathroom 	W 	-80.0 	 	2014-10-08 09:11:04 	
Bathroom 	W 	-95.0 	 	2014-10-08 14:12:57 	
Bathroom 	W 	-95.0 	 	2014-10-08 14:13:01 	
Bathroom 	W 	-95.0 	 	2014-10-12 10:26:47 	
Bathroom 	W 	-95.0 	 	2014-10-12 10:26:51 	
Bathroom 	NW 	-68.0 	20141012_200505 	2014-10-12 20:05:13 	
Bathroom 	NW 	-67.0 	20141012_200505 	2014-10-12 20:05:17 	
Bathroom 	NW 	-68.0 	20141012_235637 	2014-10-12 23:57:22 	
Bathroom 	W 	-70.0 	20141012_235637 	2014-10-12 23:57:32 	
Bathroom 	W 	-103.0 	20141013_234641 	2014-10-13 23:47:28 	
Bathroom 	W 	-105.0 	20141013_234641 	2014-10-13 23:47:38 	
Bathroom 	W 	-100.0 	20141013_234746 	2014-10-13 23:48:00 	
Bathroom 	W 	-107.0 	20141013_234746 	2014-10-13 23:48:04 	
Bathroom 	SW 	-113.0 	20141017_113357 	2014-10-17 11:34:09 	
Bathroom 	SW 	-110.0 	20141017_113357 	2014-10-17 11:34:13 	
Bathroom 	W 	-108.0 	20141017_113422 	2014-10-17 11:34:35 	
Bathroom 	SW 	-112.0 	20141017_113422 	2014-10-17 11:34:39 	
Bathroom 	SW 	-110.0 	20141017_113446 	2014-10-17 11:35:01 	
Bathroom 	SW 	-112.0 	20141017_113446 	2014-10-17 11:35:05 	
Bathroom 	SW 	-132.0 	20141019_210734 	2014-10-19 21:08:09 	
Bathroom 	SW 	-144.0 	20141019_210734 	2014-10-19 21:08:13 	
Bathroom 	W 	-84.0 	20141022_004141 	2014-10-22 00:41:49 	
Bathroom 	W 	-85.0 	20141022_004141 	2014-10-22 00:41:53 	
Bathroom 	W 	-87.0 	20141022_004205 	2014-10-22 00:42:13 	
Bathroom 	W 	-87.0 	20141022_004205 	2014-10-22 00:42:17 	
Bathroom 	W 	-90.0 	20141022_203500 	2014-10-22 20:35:36 	
Bathroom 	W 	-89.0 	20141022_203500 	2014-10-22 20:35:40 	
Bathroom 	W 	-89.0 	20141022_203547 	2014-10-22 20:36:00 	
Bathroom 	W 	-95.0 	20141022_203547 	2014-10-22 20:36:04 	
Bathroom 	W 	-82.0 	20141022_234830 	2014-10-22 23:50:59 	
Bathroom 	W 	-83.0 	20141022_234830 	2014-10-22 23:51:03 	
Bathroom 	W 	-95.0 	 	2014-10-25 09:11:09 	
Bathroom 	W 	-95.0 	 	2014-10-25 09:11:13 	
Bathroom 	W 	-91.0 	20141027_001242 	2014-10-27 00:12:57 	
Bathroom 	W 	-89.0 	20141027_001242 	2014-10-27 00:13:01 	
Bathroom 	W 	-87.0 	20141027_001333 	2014-10-27 00:13:44 	
Bathroom 	W 	-90.0 	20141027_001333 	2014-10-27 00:13:48 	
Bathroom 	W 	-93.0 	20141028_200809 	2014-10-28 20:08:24 	
Bathroom 	W 	-85.0 	20141028_200809 	2014-10-28 20:08:28 	
Bathroom 	W 	-87.0 	20141028_200838 	2014-10-28 20:08:50 	
Bathroom 	W 	-84.0 	20141028_200838 	2014-10-28 20:08:54 	
Bathroom 	W 	-72.0 	20141028_230445 	2014-10-28 23:04:56 	
Bathroom 	NW 	-67.0 	20141028_230445 	2014-10-28 23:05:00 	
Bathroom 	W 	-98.0 	20141029_115010 	2014-10-29 11:50:35 	
Bathroom 	SW 	-112.0 	20141029_115010 	2014-10-29 11:50:39 	
Bathroom 	W 	-79.0 	20141031_173452 	2014-10-31 17:35:05 	
Bathroom 	W 	-75.0 	20141031_173452 	2014-10-31 17:35:09 	
Bathroom 	W 	-95.0 	20141031_223216 	2014-10-31 22:32:33 	
Bathroom 	W 	-95.0 	20141031_223216 	2014-10-31 22:32:37 	
Bathroom 	SW 	-115.0 	20141031_232553 	2014-10-31 23:26:59 	
Bathroom 	SW 	-112.0 	20141031_232553 	2014-10-31 23:27:03 	
Bathroom 	SW 	-114.0 	20141101_174502 	2014-11-01 17:45:20 	
Bathroom 	SW 	-114.0 	20141101_174502 	2014-11-01 17:45:24 	
Bathroom 	SW 	-114.0 	20141101_174548 	2014-11-01 17:46:04 	
Bathroom 	SW 	-114.0 	20141101_174548 	2014-11-01 17:46:08 	
Bathroom 	W 	-79.0 	20141102_235727 	2014-11-02 23:58:49 	
Bathroom 	W 	-79.0 	20141102_235727 	2014-11-02 23:58:53 	
Bathroom 	W 	-84.0 	20141103_000124 	2014-11-03 00:01:35 	
Bathroom 	W 	-84.0 	20141103_000124 	2014-11-03 00:01:39 	
Bathroom 	W 	-84.0 	20141103_235450 	2014-11-03 23:55:07 	
Bathroom 	W 	-83.0 	20141103_235450 	2014-11-03 23:55:11 	
Bathroom 	W 	-95.0 	20141105_115646 	2014-11-05 11:58:21 	
Bathroom 	W 	-88.0 	20141105_115646 	2014-11-05 11:58:25 	
Bathroom 	NW 	-47.0 	20141105_185629 	2014-11-05 18:56:41 	
Bathroom 	NW 	-56.0 	20141105_185629 	2014-11-05 18:56:45 	
Bathroom 	W 	-87.0 	20141106_114312 	2014-11-06 11:43:47 	
Bathroom 	W 	-90.0 	20141106_114312 	2014-11-06 11:43:51 	
Bathroom 	W 	-90.0 	 	2014-11-06 11:44:16 	
Bathroom 	W 	-91.0 	 	2014-11-06 11:44:20 	
Bathroom 	NW 	-65.0 	 	2014-11-08 23:44:43 	
Bathroom 	NW 	-69.0 	 	2014-11-08 23:44:47 	
Bathroom 	W 	-71.0 	20141108_234502 	2014-11-08 23:45:09 	
Bathroom 	W 	-70.0 	20141108_234502 	2014-11-08 23:45:13 	
Bathroom 	W 	-74.0 	20141108_234532 	2014-11-08 23:45:39 	
Bathroom 	W 	-71.0 	20141108_234532 	2014-11-08 23:45:43 	
Bathroom 	NW 	-69.0 	20141108_234732 	2014-11-08 23:47:39 	
Bathroom 	W 	-71.0 	20141108_234732 	2014-11-08 23:47:43 	
Bathroom 	W 	-79.0 	20141110_181755 	2014-11-10 18:18:01 	
Bathroom 	W 	-85.0 	20141110_181755 	2014-11-10 18:18:02 	
Bathroom 	W 	-81.0 	20141110_181755 	2014-11-10 18:18:05 	
Bathroom 	W 	-81.0 	 	2014-11-10 18:18:07 	
Bathroom 	W 	-77.0 	 	2014-11-11 11:42:58 	
Bathroom 	W 	-75.0 	 	2014-11-11 11:43:02 	
Bathroom 	W 	-92.0 	20141114_202616 	2014-11-14 20:26:23 	
Bathroom 	W 	-105.0 	20141114_202616 	2014-11-14 20:26:27 	
Bathroom 	SW 	-117.0 	20141115_131740 	2014-11-15 13:17:47 	
Bathroom 	SW 	-116.0 	20141115_131740 	2014-11-15 13:17:51 	
Bathroom 	NW 	-47.0 	20141006_144120 	2014-10-06 14:41:28 	
Bathroom 	NW 	-48.0 	20141006_144120 	2014-10-06 14:41:32 	
Washing dishes 	W 	-104.0 	 	2014-10-13 23:52:44 	
Washing dishes 	W 	-107.0 	 	2014-10-13 23:52:48 	
Washing dishes 	SW 	-110.0 	 	2014-10-13 23:52:52 	
Washing dishes 	SW 	-110.0 	 	2014-10-13 23:52:56 	
Washing dishes 	SW 	-111.0 	 	2014-10-13 23:53:01 	
Washing dishes 	SW 	-110.0 	 	2014-10-13 23:53:05 	
Washing dishes 	SW 	-131.0 	20141014_125146 	2014-10-14 12:54:02 	
Washing dishes 	SW 	-130.0 	20141014_125146 	2014-10-14 12:55:01 	
Washing dishes 	W 	-88.0 	20141017_185538 	2014-10-17 18:55:58 	
Washing dishes 	W 	-88.0 	20141017_185538 	2014-10-17 18:56:02 	
Washing dishes 	W 	-88.0 	20141017_193848 	2014-10-17 19:39:01 	
Washing dishes 	SW 	-149.0 	20141017_193848 	2014-10-17 19:39:05 	
Washing dishes 	W 	-88.0 	20141018_090702 	2014-10-18 09:07:15 	
Washing dishes 	W 	-88.0 	20141018_090702 	2014-10-18 09:07:20 	
Washing dishes 	W 	-88.0 	20141018_192914 	2014-10-18 19:29:30 	
Washing dishes 	W 	-88.0 	20141018_192914 	2014-10-18 19:29:34 	
Washing dishes 	W 	-88.0 	20141018_201632 	2014-10-18 20:16:44 	
Washing dishes 	W 	-88.0 	20141018_201632 	2014-10-18 20:16:48 	
Washing dishes 	NW 	-62.0 	20141019_132322 	2014-10-19 13:23:34 	
Washing dishes 	NW 	-64.0 	20141019_132322 	2014-10-19 13:23:38 	
Washing dishes 	W 	-102.0 	20141021_180500 	2014-10-21 18:05:17 	
Washing dishes 	W 	-102.0 	20141021_180500 	2014-10-21 18:05:21 	
Washing dishes 	W 	-90.0 	20141022_233725 	2014-10-22 23:37:39 	
Washing dishes 	W 	-93.0 	20141022_233725 	2014-10-22 23:37:43 	
Washing dishes 	W 	-96.0 	20141024_110411 	2014-10-24 11:04:31 	
Washing dishes 	W 	-92.0 	20141024_110411 	2014-10-24 11:04:35 	
Washing dishes 	W 	-94.0 	20141025_175436 	2014-10-25 17:54:59 	
Washing dishes 	W 	-86.0 	20141025_175436 	2014-10-25 17:55:03 	
Washing dishes 	W 	-92.0 	20141025_175609 	2014-10-25 17:56:23 	
Washing dishes 	W 	-89.0 	20141025_175609 	2014-10-25 17:56:27 	
Washing dishes 	W 	-102.0 	20141026_123331 	2014-10-26 12:33:46 	
Washing dishes 	W 	-94.0 	20141026_123331 	2014-10-26 12:33:50 	
Washing dishes 	W 	-83.0 	20141026_123621 	2014-10-26 12:36:35 	
Washing dishes 	W 	-88.0 	20141026_123621 	2014-10-26 12:36:39 	
Washing dishes 	W 	-94.0 	20141028_230640 	2014-10-28 23:06:57 	
Washing dishes 	W 	-103.0 	20141028_230640 	2014-10-28 23:07:01 	
Washing dishes 	SW 	-118.0 	20141029_220647 	2014-10-29 22:07:03 	
Washing dishes 	SW 	-120.0 	20141029_220647 	2014-10-29 22:07:07 	
Washing dishes 	SW 	-118.0 	20141029_220931 	2014-10-29 22:09:43 	
Washing dishes 	SW 	-123.0 	20141029_220931 	2014-10-29 22:09:47 	
Washing dishes 	W 	-100.0 	20141031_223635 	2014-10-31 22:36:47 	
Washing dishes 	W 	-97.0 	20141031_223635 	2014-10-31 22:36:51 	
Washing dishes 	W 	-79.0 	20141031_232005 	2014-10-31 23:20:20 	
Washing dishes 	W 	-75.0 	20141031_232005 	2014-10-31 23:20:24 	
Washing dishes 	SW 	-125.0 	20141101_201835 	2014-11-01 20:18:48 	
Washing dishes 	SW 	-127.0 	20141101_201835 	2014-11-01 20:18:52 	
Washing dishes 	W 	-100.0 	20141102_222520 	2014-11-02 22:25:33 	
Washing dishes 	W 	-97.0 	20141102_222520 	2014-11-02 22:25:37 	
Washing dishes 	W 	-95.0 	20141103_120655 	2014-11-03 12:07:09 	
Washing dishes 	W 	-92.0 	20141103_120655 	2014-11-03 12:07:14 	
Washing dishes 	NW 	-64.0 	20141103_193201 	2014-11-03 19:32:14 	
Washing dishes 	NW 	-62.0 	20141103_193201 	2014-11-03 19:32:18 	
Washing dishes 	W 	-70.0 	 	2014-11-04 19:17:32 	
Washing dishes 	NW 	-66.0 	20141104_191802 	2014-11-04 19:18:15 	
Washing dishes 	NW 	-66.0 	20141104_191802 	2014-11-04 19:18:19 	
Washing dishes 	W 	-87.0 	20141105_123610 	2014-11-05 12:36:27 	
Washing dishes 	W 	-81.0 	20141105_123610 	2014-11-05 12:36:31 	
Washing dishes 	SW 	-124.0 	20141105_175240 	2014-11-05 17:52:58 	
Washing dishes 	SW 	-124.0 	20141105_175240 	2014-11-05 17:53:02 	
Washing dishes 	W 	-90.0 	20141105_184927 	2014-11-05 18:49:41 	
Washing dishes 	W 	-86.0 	20141105_184927 	2014-11-05 18:49:46 	
Washing dishes 	W 	-85.0 	20141105_185024 	2014-11-05 18:50:36 	
Washing dishes 	W 	-81.0 	20141105_185024 	2014-11-05 18:50:40 	
Washing dishes 	W 	-74.0 	20141105_222556 	2014-11-05 22:26:10 	
Washing dishes 	NW 	-66.0 	20141105_222556 	2014-11-05 22:26:14 	
Washing dishes 	NW 	-54.0 	20141105_231013 	2014-11-05 23:10:27 	
Washing dishes 	NW 	-58.0 	20141105_231013 	2014-11-05 23:10:31 	
Washing dishes 	W 	-97.0 	 	2014-11-06 11:46:46 	
Washing dishes 	SW 	-110.0 	 	2014-11-06 11:46:50 	
Washing dishes 	W 	-109.0 	20141106_114702 	2014-11-06 11:47:10 	
Washing dishes 	W 	-95.0 	20141106_114702 	2014-11-06 11:47:14 	
Washing dishes 	W 	-101.0 	20141107_124031 	2014-11-07 12:40:38 	
Washing dishes 	W 	-95.0 	20141107_124031 	2014-11-07 12:40:42 	
Washing dishes 	W 	-93.0 	20141107_124054 	2014-11-07 12:41:01 	
Washing dishes 	W 	-91.0 	20141107_124054 	2014-11-07 12:41:05 	
Washing dishes 	W 	-94.0 	20141107_124127 	2014-11-07 12:41:34 	
Washing dishes 	W 	-94.0 	20141107_124127 	2014-11-07 12:41:38 	
Washing dishes 	W 	-91.0 	20141107_124159 	2014-11-07 12:42:06 	
Washing dishes 	W 	-94.0 	20141107_124159 	2014-11-07 12:42:10 	
Washing dishes 	W 	-95.0 	20141107_124226 	2014-11-07 12:42:33 	
Washing dishes 	W 	-98.0 	20141107_124226 	2014-11-07 12:42:37 	
Washing dishes 	W 	-95.0 	20141107_124243 	2014-11-07 12:42:50 	
Washing dishes 	W 	-95.0 	20141107_124243 	2014-11-07 12:42:54 	
Washing dishes 	W 	-94.0 	20141107_124304 	2014-11-07 12:43:11 	
Washing dishes 	W 	-96.0 	20141107_124304 	2014-11-07 12:43:15 	
Washing dishes 	W 	-77.0 	20141108_105525 	2014-11-08 10:55:32 	
Washing dishes 	W 	-78.0 	20141108_105525 	2014-11-08 10:55:36 	
Washing dishes 	W 	-71.0 	 	2014-11-08 10:56:03 	
Washing dishes 	W 	-73.0 	 	2014-11-08 10:56:07 	
Washing dishes 	W 	-70.0 	20141108_105652 	2014-11-08 10:56:59 	
Washing dishes 	W 	-72.0 	20141108_105652 	2014-11-08 10:57:03 	
Washing dishes 	NW 	-69.0 	20141108_105746 	2014-11-08 10:57:53 	
Washing dishes 	W 	-71.0 	20141108_105746 	2014-11-08 10:57:57 	
Washing dishes 	W 	-80.0 	20141108_233928 	2014-11-08 23:39:35 	
Washing dishes 	W 	-76.0 	20141108_233928 	2014-11-08 23:39:39 	
Washing dishes 	W 	-99.0 	20141109_143118 	2014-11-09 14:31:25 	
Washing dishes 	W 	-100.0 	20141109_143118 	2014-11-09 14:31:29 	
Washing dishes 	NW 	-67.0 	20141109_221338 	2014-11-09 22:13:45 	
Washing dishes 	NW 	-69.0 	20141109_221338 	2014-11-09 22:13:49 	
Washing dishes 	SW 	-124.0 	 	2014-11-09 22:17:21 	
Washing dishes 	SW 	-124.0 	 	2014-11-09 22:17:25 	
Washing dishes 	NW 	-67.0 	20141110_180348 	2014-11-10 18:03:55 	
