4	1:-50	2:-40	3:-51	4:-63	5:-72	6:-75	7:-66	8:-85	#2014-10-18 19:47:02
4	1:-60	2:-49	3:-57	4:-58	5:-92	6:-81	7:-83	8:-88	#2014-10-14 12:03:17
4	1:-56	2:-91	3:-84	4:-90	5:-63	6:-76	7:0	8:0	#2014-11-14 19:35:13
4	1:-60	2:-81	3:-60	4:-52	5:-70	6:-86	7:-76	8:0	#2014-11-10 12:20:57
4	1:-57	2:-48	3:-53	4:-56	5:-68	6:-86	7:-73	8:0	#2014-10-26 12:53:23
4	1:-57	2:-45	3:-54	4:-53	5:-72	6:-77	7:-87	8:0	#2014-11-07 12:20:01
1	1:-52	2:-48	3:-56	4:-64	5:-76	6:-90	7:-87	8:-83	#2014-10-29 20:25:04
1	1:-54	2:-48	3:-53	4:-69	5:-71	6:-79	7:-82	8:0	#2014-10-25 17:13:47
4	1:-48	2:-41	3:-54	4:-47	5:-65	6:-86	7:-80	8:0	#2014-11-13 20:04:31
4	1:-50	2:-54	3:-54	4:-65	5:-78	6:-87	7:-79	8:-82	#2014-10-18 19:29:30
1	1:-49	2:-87	3:-83	4:0	5:-74	6:-78	7:-84	8:0	#2014-11-04 18:40:42
2	1:-63	2:-50	3:-65	4:-69	5:-70	6:0	7:-82	8:0	#2014-11-08 23:45:39
4	1:-61	2:-44	3:-59	4:-71	5:-76	6:-87	7:-83	8:0	#2014-11-08 10:18:26
4	1:-49	2:-45	3:-58	4:-59	5:-78	6:-87	7:-86	8:0	#2014-11-09 15:09:15
4	1:-58	2:-51	3:-52	4:-54	5:-73	6:-81	7:-84	8:0	#2014-11-05 22:56:16
2	1:-51	2:-45	3:-69	4:-65	5:-78	6:-78	7:-83	8:0	#2014-11-03 23:55:38
2	1:-50	2:-48	3:-53	4:-75	5:-74	6:-80	7:-78	8:0	#2014-11-15 13:16:37
1	1:-53	2:-48	3:-55	4:-74	5:-75	6:-89	7:-91	8:0	#2014-10-26 13:40:10
4	1:-61	2:-43	3:-62	4:-68	5:-75	6:-82	7:-80	8:-82	#2014-10-14 12:06:04
2	1:-50	2:-48	3:-53	4:-75	5:-74	6:-80	7:-78	8:0	#2014-11-15 13:16:57
1	1:-50	2:-58	3:-54	4:-71	5:-80	6:-80	7:-89	8:0	#2014-10-22 15:45:52
4	1:-66	2:-48	3:-52	4:-67	5:-73	6:-77	7:-75	8:0	#2014-11-02 22:25:37
4	1:-46	2:-48	3:-49	4:-57	5:-65	6:-78	7:-82	8:0	#2014-10-28 23:38:18
4	1:-58	2:-49	3:-55	4:-66	5:-75	6:-88	7:-84	8:0	#2014-11-07 12:40:42
4	1:-59	2:-52	3:-58	4:-57	5:-69	6:-86	7:-86	8:-88	#2014-10-22 00:39:27
2	1:-55	2:-47	3:-63	4:-76	5:-83	6:-86	7:-84	8:0	#2014-11-01 17:46:04
1	1:-40	2:-41	3:-60	4:-59	5:-72	6:-86	7:-75	8:-82	#2014-10-19 22:07:28
1	1:-57	2:-44	3:-51	4:-67	5:-76	6:-76	7:-84	8:-83	#2014-10-17 10:29:58
2	1:-44	2:-81	3:-55	4:-71	5:-76	6:-74	7:-80	8:0	#2014-10-25 23:43:51
4	1:-64	2:-47	3:-58	4:-61	5:-68	6:-76	7:-82	8:0	#2014-11-11 17:39:04
4	1:-60	2:-51	3:-61	4:-68	5:-77	6:-81	7:0	8:0	#2014-11-16 13:22:11
1	1:-46	2:-58	3:-45	4:-68	5:-69	6:-80	7:-84	8:-85	#2014-10-24 21:27:28
4	1:-57	2:-48	3:-89	4:-67	5:-72	6:-86	7:-84	8:0	#2014-11-07 12:41:38
1	1:-45	2:-46	3:-51	4:-65	5:-78	6:-76	7:0	8:0	#2014-11-15 09:50:40
4	1:-53	2:-83	3:-48	4:-52	5:-64	6:-79	7:-82	8:0	#2014-10-26 10:14:29
2	1:-50	2:-48	3:-64	4:-64	5:-72	6:-78	7:-87	8:0	#2014-11-10 18:18:07
4	1:-57	2:-76	3:-84	4:-60	5:-82	6:0	7:-78	8:0	#2014-11-11 17:39:58
1	1:-48	2:-88	3:-51	4:-60	5:-80	6:-78	7:-66	8:0	#2014-11-11 22:06:09
2	1:-67	2:-48	3:-61	4:-67	5:-82	6:-92	7:-86	8:0	#2014-11-06 11:44:16
4	1:-62	2:-52	3:-55	4:-45	5:-69	6:-79	7:-76	8:0	#2014-10-27 11:39:43
4	1:-50	2:-46	3:-49	4:-56	5:-61	6:-74	7:-86	8:0	#2014-10-18 19:53:11
4	1:-58	2:-49	3:-53	4:-81	5:-74	6:-81	7:-84	8:0	#2014-11-07 12:43:11
1	1:-59	2:-43	3:-81	4:-64	5:-82	6:-74	7:-88	8:0	#2014-11-11 18:16:06
1	1:-42	2:-42	3:-51	4:-58	5:-87	6:-74	7:-83	8:0	#2014-11-14 10:40:38
1	1:-50	2:-42	3:-67	4:-64	5:-81	6:-75	7:-86	8:0	#2014-11-07 10:59:12
4	1:-61	2:-55	3:-60	4:-63	5:-72	6:-85	7:-86	8:0	#2014-11-11 11:47:40
1	1:-65	2:-44	3:-50	4:-68	5:-76	6:-76	7:-86	8:0	#2014-10-26 23:08:06
2	1:-67	2:-89	3:-61	4:-68	5:-85	6:-80	7:-85	8:0	#2014-11-02 21:55:04
4	1:-58	2:-44	3:-57	4:-57	5:-69	6:-84	7:-81	8:0	#2014-11-16 13:49:17
4	1:-50	2:-52	3:-48	4:-60	5:-69	6:-80	7:-74	8:-81	#2014-10-13 23:53:01
1	1:-46	2:-54	3:-48	4:-68	5:-76	6:-83	7:-82	8:0	#2014-11-16 14:24:38
4	1:-59	2:-57	3:-55	4:-59	5:-75	6:-81	7:-82	8:0	#2014-11-12 19:00:58
4	1:-50	2:-52	3:-54	4:-64	5:-74	6:-82	7:-80	8:-76	#2014-10-18 19:29:34
4	1:-51	2:-49	3:-54	4:-65	5:-72	6:-80	7:-80	8:0	#2014-11-09 14:32:15
4	1:-64	2:-46	3:-63	4:-56	5:-72	6:-85	7:-86	8:0	#2014-11-02 22:15:21
2	1:-50	2:-48	3:-58	4:-62	5:-77	6:-85	7:-82	8:0	#2014-11-13 19:41:23
4	1:-45	2:-55	3:-54	4:-48	5:-70	6:-76	7:-84	8:0	#2014-10-27 00:01:12
4	1:-61	2:-48	3:-57	4:-83	5:-63	6:-81	7:-77	8:0	#2014-11-08 10:20:45
1	1:-42	2:-58	3:-48	4:-68	5:-81	6:-80	7:-88	8:0	#2014-10-26 14:34:04
4	1:-64	2:-45	3:-60	4:-52	5:-76	6:-87	7:-81	8:0	#2014-11-02 22:16:27
4	1:-57	2:-52	3:-60	4:-56	5:-72	6:-81	7:-84	8:-86	#2014-10-24 11:03:57
4	1:-50	2:-49	3:-47	4:-57	5:-71	6:-77	7:-81	8:0	#2014-11-09 15:08:45
4	1:-56	2:-48	3:-59	4:-58	5:-79	6:-88	7:-84	8:0	#2014-11-13 20:29:46
4	1:-57	2:-49	3:-54	4:-57	5:-73	6:-79	7:-74	8:0	#2014-11-15 13:53:37
4	1:-58	2:-53	3:-64	4:-73	5:-79	6:-72	7:-83	8:0	#2014-11-06 11:47:14
2	1:-59	2:-52	3:-47	4:-56	5:-74	6:-79	7:-80	8:0	#2014-11-12 00:32:37
2	1:-57	2:-50	3:-59	4:-66	5:-74	6:-82	7:-72	8:0	#2014-11-14 19:06:24
2	1:-59	2:-53	3:-65	4:-74	5:-84	6:-88	7:-89	8:0	#2014-10-31 22:32:33
Last	1:action	2:wrong	3:-55	4:-46	5:-59	6:-57	7:-75	8:-83	#-77 0
4	1:-52	2:-52	3:-65	4:-69	5:-70	6:-82	7:-88	8:-82	#2014-10-19 13:23:38
1	1:-43	2:-49	3:-51	4:-70	5:-82	6:-65	7:-88	8:-85	#2014-10-19 11:06:18
4	1:-55	2:-41	3:-44	4:-55	5:-71	6:-74	7:-76	8:0	#2014-11-11 12:04:19
4	1:-58	2:-44	3:-57	4:-57	5:-69	6:-84	7:-81	8:0	#2014-11-16 13:50:26
1	1:-58	2:-56	3:-57	4:-73	5:-73	6:-82	7:-82	8:0	#2014-11-14 11:54:47
1	1:-54	2:-47	3:-57	4:-73	5:-76	6:-88	7:-87	8:-93	#2014-10-24 07:02:21
4	1:-56	2:-48	3:-54	4:-61	5:-65	6:-82	7:-80	8:-82	#2014-10-14 12:20:19
4	1:-62	2:-43	3:-88	4:-53	5:-69	6:-86	7:-81	8:-75	#2014-10-19 18:39:33
2	1:-59	2:-53	3:-50	4:-59	5:-77	6:-84	7:-79	8:0	#2014-11-12 19:17:12
4	1:-56	2:-40	3:-45	4:-53	5:-69	6:-85	7:0	8:0	#2014-11-15 13:54:56
4	1:-53	2:-42	3:-49	4:-64	5:-75	6:-80	7:-75	8:0	#2014-10-28 12:01:26
4	1:-55	2:-41	3:-63	4:-54	5:-63	6:-83	7:-86	8:0	#2014-11-08 10:42:40
1	1:-39	2:-39	3:-45	4:-73	5:-73	6:-78	7:-76	8:0	#2014-11-03 00:06:00
4	1:-46	2:-46	3:-52	4:-61	5:-69	6:-79	7:-78	8:0	#2014-11-04 00:18:26
4	1:-50	2:-52	3:-48	4:-60	5:-69	6:-80	7:-74	8:-81	#2014-10-13 23:52:56
4	1:-56	2:-46	3:-50	4:-74	5:-81	6:-73	7:-73	8:0	#2014-11-05 22:26:14
2	1:-50	2:-48	3:-58	4:-62	5:-77	6:-85	7:-82	8:0	#2014-11-13 19:41:01
4	1:-50	2:-42	3:-67	4:0	5:-66	6:-77	7:-81	8:0	#2014-11-04 18:48:36
1	1:-46	2:-51	3:-52	4:-79	5:-77	6:-87	7:-82	8:0	#2014-10-27 19:32:11
4	1:-53	2:-43	3:-49	4:-54	5:-62	6:-72	7:-81	8:0	#2014-11-11 12:37:14
4	1:-59	2:-51	3:-60	4:-48	5:-68	6:-79	7:-82	8:0	#2014-11-14 00:42:27
4	1:-60	2:-51	3:-49	4:-54	5:-71	6:0	7:-72	8:0	#2014-11-03 23:57:16
4	1:-47	2:-40	3:-63	4:-54	5:-66	6:-80	7:-76	8:0	#2014-11-03 19:26:51
2	1:-57	2:-50	3:-59	4:-66	5:-74	6:-82	7:-72	8:0	#2014-11-14 19:05:20
1	1:-49	2:-55	3:-57	4:-73	5:-79	6:-86	7:-86	8:0	#2014-10-27 19:10:37
2	1:-45	2:-45	3:-51	4:-61	5:-76	6:-81	7:-79	8:-85	#2014-10-16 11:20:49
4	1:-41	2:-44	3:-59	4:-56	5:-74	6:-79	7:-81	8:0	#2014-11-01 17:20:11
4	1:-62	2:-53	3:-57	4:-71	5:-81	6:-80	7:-85	8:0	#2014-11-06 20:36:35
4	1:-64	2:-43	3:-59	4:-72	5:-73	6:-84	7:-84	8:0	#2014-11-12 12:15:49
2	1:-53	2:-47	3:-60	4:-70	5:-81	6:-84	7:-83	8:0	#2014-11-10 22:23:21
1	1:-51	2:-48	3:-48	4:-73	5:-88	6:-78	7:-88	8:0	#2014-10-22 23:19:59
4	1:-51	2:-50	3:-66	4:-66	5:-63	6:-74	7:-83	8:-79	#2014-10-30 12:55:13
4	1:-55	2:-50	3:-60	4:-64	5:-73	6:-76	7:-86	8:0	#2014-11-16 13:18:08
1	1:-37	2:-41	3:-51	4:-66	5:-71	6:-79	7:-89	8:0	#2014-10-28 10:43:29
4	1:-65	2:-42	3:-50	4:-63	5:-81	6:-77	7:-89	8:0	#2014-10-25 23:24:15
4	1:-63	2:-44	3:-58	4:-64	5:-73	6:-83	7:-80	8:0	#2014-11-15 13:41:45
1	1:-48	2:-44	3:-51	4:-65	5:-66	6:-83	7:-82	8:0	#2014-10-30 09:50:45
4	1:-58	2:-63	3:-53	4:-54	5:-69	6:-86	7:-79	8:-88	#2014-10-22 00:39:10
4	1:-45	2:-42	3:-49	4:-49	5:-68	6:-83	7:-79	8:0	#2014-10-27 18:34:50
4	1:-63	2:-58	3:-62	4:-64	5:-74	6:-84	7:-81	8:0	#2014-11-12 12:18:53
2	1:-49	2:-49	3:-61	4:-68	5:-77	6:-79	7:-81	8:0	#2014-10-22 00:42:13
1	1:-49	2:-42	3:-70	4:-65	5:-84	6:-74	7:-84	8:0	#2014-11-07 10:59:08
4	1:-57	2:-39	3:-56	4:-61	5:-89	6:0	7:-77	8:0	#2014-10-13 23:52:09
4	1:-49	2:-76	3:-54	4:-54	5:-63	6:-69	7:-79	8:-78	#2014-10-20 12:37:20
4	1:-49	2:-46	3:-54	4:-54	5:-70	6:-75	7:-82	8:0	#2014-10-27 22:20:34
1	1:-66	2:-51	3:-58	4:-67	5:-69	6:-83	7:-84	8:0	#2014-11-08 11:15:57
1	1:-53	2:-58	3:-55	4:-72	5:-75	6:-83	7:-92	8:0	#2014-10-26 12:27:39
2	1:-51	2:-50	3:-62	4:-77	5:-77	6:-78	7:-86	8:0	#2014-10-26 12:31:17
1	1:-47	2:-43	3:-44	4:-60	5:-74	6:-83	7:-80	8:-86	#2014-10-24 12:22:20
4	1:-60	2:-54	3:-57	4:-67	5:-91	6:-79	7:0	8:0	#2014-11-14 20:21:23
4	1:-56	2:-47	3:-92	4:-47	5:-68	6:-78	7:-77	8:0	#2014-11-13 19:39:16
4	1:-68	2:-54	3:-59	4:-67	5:-68	6:-87	7:-85	8:0	#2014-11-08 10:57:53
4	1:-66	2:-57	3:-57	4:-57	5:-71	6:-82	7:-80	8:0	#2014-11-07 12:07:24
1	1:-46	2:-45	3:-53	4:-57	5:-74	6:-88	7:-85	8:0	#2014-11-10 22:12:30
4	1:-60	2:-52	3:-61	4:-60	5:-71	6:-82	7:-82	8:0	#2014-10-17 18:54:36
4	1:-62	2:-45	3:-59	4:-61	5:-73	6:-85	7:-77	8:0	#2014-11-06 11:49:46
1	1:-45	2:-46	3:-51	4:-64	5:-69	6:-73	7:-74	8:-77	#2014-10-12 19:57:26
