Washinginbathroom,W,cooking,Unknown,21,2014-11-02 21:54:59
Washinginbathroom,W,cooking,Bathroom,21,2014-11-02 21:55:04
Washinginbathroom,W,cooking,Bathroom,12,2014-11-03 12:09:01
Washinginbathroom,W,cooking,Bathroom,12,2014-11-03 12:09:05
Washinginbathroom,W,eating,Bathroom,23,2014-11-03 23:55:34
Washinginbathroom,W,eating,Bathroom,23,2014-11-03 23:55:38
Washinginbathroom,W,bathroom,Bathroom,23,2014-11-03 23:56:42
Washinginbathroom,W,bathroom,Bathroom,23,2014-11-03 23:56:46
Washinginbathroom,W,cooking2,Bathroom,11,2014-11-05 11:51:54
Washinginbathroom,W,cooking2,Bathroom,11,2014-11-05 11:51:58
Washinginbathroom,W,None,Bathroom,11,2014-11-05 11:52:33
Washinginbathroom,W,None,Bathroom,11,2014-11-05 11:52:37
Washinginbathroom,W,bathroom,Bathroom,11,2014-11-05 11:53:54
Washinginbathroom,W,bathroom,Bathroom,11,2014-11-05 11:53:59
Washinginbathroom,W,music and eating,Bathroom,11,2014-11-05 11:56:25
Washinginbathroom,W,music and eating,Bathroom,11,2014-11-05 11:56:29
Washinginbathroom,NW,None,Bathroom,18,2014-11-05 18:56:15
Washinginbathroom,NW,None,Bathroom,18,2014-11-05 18:56:19
Washinginbathroom,NW,music and eating,Unknown,18,2014-11-05 18:57:26
Washinginbathroom,NW,music and eating,Bathroom,18,2014-11-05 18:57:30
Washinginbathroom,W,None,Bathroom,23,2014-11-07 23:20:18
Washinginbathroom,W,None,Bathroom,23,2014-11-07 23:20:22
Washinginbathroom,SW,?,Bathroom,23,2014-11-07 23:22:48
Washinginbathroom,SW,?,Bathroom,23,2014-11-07 23:22:52
Washinginbathroom,SW,cooking,Unknown,23,2014-11-07 23:24:05
Washinginbathroom,SW,cooking,Unknown,23,2014-11-07 23:24:09
Washinginbathroom,W,eating,Bathroom,14,2014-11-08 14:35:28
Washinginbathroom,W,eating,Bathroom,14,2014-11-08 14:35:32
Washinginbathroom,NW,cooking,Bathroom,22,2014-11-09 22:18:06
Washinginbathroom,NW,cooking,Bathroom,22,2014-11-09 22:18:10
Washinginbathroom,NW,None,Bathroom,22,2014-11-09 22:18:27
Washinginbathroom,NW,None,Bathroom,22,2014-11-09 22:18:31
Washinginbathroom,SW,cooking,Bathroom,00,2014-11-10 00:29:22
Washinginbathroom,SW,cooking,Bathroom,00,2014-11-10 00:29:26
Washinginbathroom,W,eating,Bathroom,22,2014-11-10 22:23:21
Washinginbathroom,W,eating,Bathroom,22,2014-11-10 22:23:25
Washinginbathroom,W,?,Bathroom,22,2014-11-10 22:23:47
Washinginbathroom,W,?,Bathroom,22,2014-11-10 22:23:51
Washinginbathroom,W,cooking,Bathroom,11,2014-11-11 11:42:22
Washinginbathroom,W,cooking,Bathroom,11,2014-11-11 11:42:26
Washinginbathroom,W,?,Bathroom,12,2014-11-11 12:42:19
Washinginbathroom,W,?,Unknown,12,2014-11-11 12:42:23
Washinginbathroom,W,cooking,Bathroom,00,2014-11-12 00:32:37
Washinginbathroom,W,cooking,Bathroom,00,2014-11-12 00:32:41
Washinginbathroom,SW,cooking,Bathroom,12,2014-11-12 12:09:03
Washinginbathroom,SW,cooking,Bathroom,12,2014-11-12 12:09:07
Washinginbathroom,W,None,Bathroom,15,2014-11-12 15:33:11
Washinginbathroom,W,None,Bathroom,15,2014-11-12 15:33:15
Washinginbathroom,W,music and eating,Bathroom,18,2014-11-12 18:32:29
Washinginbathroom,W,music and eating,Bathroom,18,2014-11-12 18:32:33
Washinginbathroom,W,?,Bathroom,18,2014-11-12 18:32:54
Washinginbathroom,W,?,Bathroom,18,2014-11-12 18:32:58
Washinginbathroom,W,cooking3,Bathroom,19,2014-11-12 19:17:12
Washinginbathroom,W,cooking3,Bathroom,19,2014-11-12 19:17:16
Washinginbathroom,W,None,Unknown,19,2014-11-12 19:17:38
Washinginbathroom,W,None,Bathroom,19,2014-11-12 19:17:43
Washinginbathroom,W,bathroom,Bathroom,22,2014-11-12 22:58:08
Washinginbathroom,W,bathroom,Bathroom,22,2014-11-12 22:58:12
Washinginbathroom,W,?,Bathroom,23,2014-11-12 23:34:13
Washinginbathroom,W,?,Bathroom,23,2014-11-12 23:34:17
Washinginbathroom,W,bathroom,Bathroom,23,2014-11-12 23:34:37
Washinginbathroom,W,bathroom,Bathroom,23,2014-11-12 23:34:41
Washinginbathroom,W,bathroom,Bathroom,23,2014-11-12 23:35:52
Washinginbathroom,W,bathroom,Bathroom,23,2014-11-12 23:35:56
Washinginbathroom,W,None,Bathroom,19,2014-11-13 19:40:57
Washinginbathroom,W,None,Bathroom,19,2014-11-13 19:41:01
Washinginbathroom,W,?,Bathroom,19,2014-11-13 19:41:23
Washinginbathroom,W,?,Bathroom,19,2014-11-13 19:41:27
Washinginbathroom,W,None,Bathroom,19,2014-11-13 19:41:45
Washinginbathroom,W,None,Bathroom,19,2014-11-13 19:41:49
Washinginbathroom,SW,bathroom,Unknown,00,2014-11-14 00:56:28
Washinginbathroom,SW,bathroom,Bathroom,00,2014-11-14 00:56:33
Washinginbathroom,SW,?,Bathroom,00,2014-11-14 00:56:58
Washinginbathroom,SW,?,Bathroom,00,2014-11-14 00:57:02
Washinginbathroom,SW,cooking2,Bathroom,00,2014-11-14 00:58:00
Washinginbathroom,SW,cooking2,Bathroom,00,2014-11-14 00:58:04
Washinginbathroom,SW,cooking,Bathroom,00,2014-11-14 00:59:10
Washinginbathroom,SW,cooking,Bathroom,00,2014-11-14 00:59:14
Washinginbathroom,W,cooking,Bathroom,11,2014-11-14 11:49:43
Washinginbathroom,W,cooking,Bathroom,11,2014-11-14 11:49:47
Washinginbathroom,W,None,Bathroom,11,2014-11-14 11:52:10
Washinginbathroom,W,None,Bathroom,11,2014-11-14 11:52:14
Washinginbathroom,W,music and eating,Bathroom,19,2014-11-14 19:05:16
Washinginbathroom,W,music and eating,Bathroom,19,2014-11-14 19:05:20
Washinginbathroom,W,?,Bathroom,19,2014-11-14 19:06:24
Washinginbathroom,W,?,Bathroom,19,2014-11-14 19:06:28
Washinginbathroom,W,bathroom,Bathroom,19,2014-11-14 19:06:52
Washinginbathroom,W,bathroom,Bathroom,19,2014-11-14 19:06:56
Washinginbathroom,W,music and eating,Bathroom,20,2014-11-14 20:23:49
Washinginbathroom,W,music and eating,Bathroom,20,2014-11-14 20:23:53
Washinginbathroom,W,cooking2,Bathroom,20,2014-11-14 20:24:39
Washinginbathroom,W,cooking2,Bathroom,20,2014-11-14 20:24:43
Washinginbathroom,W,music and eating,Bathroom,20,2014-11-14 20:25:52
Washinginbathroom,W,music and eating,Unknown,20,2014-11-14 20:25:56
Washinginbathroom,W,None,Bathroom,23,2014-11-14 23:45:47
Washinginbathroom,W,None,Bathroom,23,2014-11-14 23:45:51
Washinginbathroom,W,?,Bathroom,23,2014-11-14 23:46:24
Washinginbathroom,W,?,Bathroom,23,2014-11-14 23:46:28
Washinginbathroom,SW,None,Bathroom,13,2014-11-15 13:16:32
Washinginbathroom,SW,None,Bathroom,13,2014-11-15 13:16:37
Washinginbathroom,SW,?,Bathroom,13,2014-11-15 13:16:53
Washinginbathroom,SW,?,Bathroom,13,2014-11-15 13:16:57
Washinginbathroom,SW,music and eating,Bathroom,13,2014-11-15 13:17:13
Washinginbathroom,SW,music and eating,Bathroom,13,2014-11-15 13:17:17
Washinginbathroom,SW,None,Bathroom,14,2014-11-15 14:38:31
Washinginbathroom,SW,None,Bathroom,14,2014-11-15 14:38:35
Washinginbathroom,SW,cooking2,Bathroom,17,2014-11-15 17:06:28
Washinginbathroom,SW,cooking2,Unknown,17,2014-11-15 17:06:32
Washinginbathroom,SW,?,Unknown,17,2014-11-15 17:07:12
Washinginbathroom,SW,?,Unknown,17,2014-11-15 17:07:16
Washinginbathroom,SW,music and eating,Bathroom,15,2014-11-16 15:58:44
Washinginbathroom,SW,music and eating,Unknown,15,2014-11-16 15:58:48
Washinginbathroom,SW,?,Bathroom,15,2014-11-16 15:59:56
Washinginbathroom,W,?,Bathroom,16,2014-11-16 16:00:00
Washinginbathroom,W,cooking3,Bathroom,16,2014-11-16 16:00:19
Washinginbathroom,SW,cooking3,Bathroom,16,2014-11-16 16:00:23
Bathroom,W,?,Unknown,16,2014-10-07 16:10:58
Bathroom,W,?,Unknown,16,2014-10-07 16:11:02
Bathroom,W,?,Unknown,16,2014-10-07 16:15:29
Bathroom,W,?,Unknown,16,2014-10-07 16:15:34
Bathroom,W,None,Unknown,20,2014-10-07 20:05:30
Bathroom,W,None,Unknown,20,2014-10-07 20:06:17
Bathroom,W,None,Unknown,20,2014-10-07 20:06:49
Bathroom,W,?,Unknown,20,2014-10-07 20:14:26
Bathroom,W,?,Unknown,23,2014-10-07 23:30:01
Bathroom,W,?,Unknown,23,2014-10-07 23:30:05
Bathroom,SW,?,Unknown,23,2014-10-07 23:43:40
Bathroom,SW,?,Unknown,23,2014-10-07 23:43:44
Bathroom,W,?,Unknown,08,2014-10-08 08:58:43
Bathroom,W,?,Unknown,08,2014-10-08 08:58:48
Bathroom,W,?,Unknown,09,2014-10-08 09:11:00
Bathroom,W,?,Unknown,09,2014-10-08 09:11:04
Bathroom,W,?,Unknown,14,2014-10-08 14:12:57
Bathroom,W,?,Unknown,14,2014-10-08 14:13:01
Bathroom,W,?,Unknown,10,2014-10-12 10:26:47
Bathroom,W,?,Unknown,10,2014-10-12 10:26:51
Bathroom,NW,None,Bathroom,20,2014-10-12 20:05:13
Bathroom,NW,None,Bathroom,20,2014-10-12 20:05:17
Bathroom,NW,None,Bathroom,23,2014-10-12 23:57:22
Bathroom,W,None,Bathroom,23,2014-10-12 23:57:32
Bathroom,W,bathroom,Bathroom,23,2014-10-13 23:47:28
Bathroom,W,bathroom,Bathroom,23,2014-10-13 23:47:38
Bathroom,W,bathroom,Bathroom,23,2014-10-13 23:48:00
Bathroom,W,bathroom,Bathroom,23,2014-10-13 23:48:04
Bathroom,SW,None,Bathroom,11,2014-10-17 11:34:09
Bathroom,SW,None,Bathroom,11,2014-10-17 11:34:13
Bathroom,W,None,Bathroom,11,2014-10-17 11:34:35
Bathroom,SW,None,Bathroom,11,2014-10-17 11:34:39
Bathroom,SW,music and eating,Bathroom,11,2014-10-17 11:35:01
Bathroom,SW,music and eating,Bathroom,11,2014-10-17 11:35:05
Bathroom,SW,music and eating,Bathroom,21,2014-10-19 21:08:09
Bathroom,SW,music and eating,Bathroom,21,2014-10-19 21:08:13
Bathroom,W,bathroom,Bathroom,00,2014-10-22 00:41:49
Bathroom,W,bathroom,Bathroom,00,2014-10-22 00:41:53
Bathroom,W,cooking2,Bathroom,00,2014-10-22 00:42:13
Bathroom,W,cooking2,Bathroom,00,2014-10-22 00:42:17
Bathroom,W,cooking,Bathroom,20,2014-10-22 20:35:36
Bathroom,W,cooking,Bathroom,20,2014-10-22 20:35:40
Bathroom,W,washing,Bathroom,20,2014-10-22 20:36:00
Bathroom,W,washing,Bathroom,20,2014-10-22 20:36:04
Bathroom,W,music and eating,Bathroom,23,2014-10-22 23:50:59
Bathroom,W,music and eating,Bathroom,23,2014-10-22 23:51:03
Bathroom,W,?,Bathroom,09,2014-10-25 09:11:09
Bathroom,W,?,Bathroom,09,2014-10-25 09:11:13
Bathroom,W,washing,Bathroom,00,2014-10-27 00:12:57
Bathroom,W,washing,Bathroom,00,2014-10-27 00:13:01
Bathroom,W,bathroom,Bathroom,00,2014-10-27 00:13:44
Bathroom,W,bathroom,Bathroom,00,2014-10-27 00:13:48
Bathroom,W,None,Bathroom,20,2014-10-28 20:08:24
Bathroom,W,None,Bathroom,20,2014-10-28 20:08:28
Bathroom,W,None,Bathroom,20,2014-10-28 20:08:50
Bathroom,W,None,Bathroom,20,2014-10-28 20:08:54
Bathroom,W,None,Bathroom,23,2014-10-28 23:04:56
Bathroom,NW,None,Bathroom,23,2014-10-28 23:05:00
Bathroom,W,None,Bathroom,11,2014-10-29 11:50:35
Bathroom,SW,None,Bathroom,11,2014-10-29 11:50:39
Bathroom,W,cooking2,Bathroom,17,2014-10-31 17:35:05
Bathroom,W,cooking2,Bathroom,17,2014-10-31 17:35:09
Bathroom,W,eating,Bathroom,22,2014-10-31 22:32:33
Bathroom,W,eating,Bathroom,22,2014-10-31 22:32:37
Bathroom,SW,bathroom,Bathroom,23,2014-10-31 23:26:59
Bathroom,SW,bathroom,Bathroom,23,2014-10-31 23:27:03
Bathroom,SW,None,Bathroom,17,2014-11-01 17:45:20
Bathroom,SW,None,Bathroom,17,2014-11-01 17:45:24
Bathroom,SW,None,Bathroom,17,2014-11-01 17:46:04
Bathroom,SW,None,Bathroom,17,2014-11-01 17:46:08
Bathroom,W,eating,Bathroom,23,2014-11-02 23:58:49
Bathroom,W,eating,Unknown,23,2014-11-02 23:58:53
Bathroom,W,bathroom,Bathroom,00,2014-11-03 00:01:35
Bathroom,W,bathroom,Bathroom,00,2014-11-03 00:01:39
Bathroom,W,None,Bathroom,23,2014-11-03 23:55:07
Bathroom,W,None,Bathroom,23,2014-11-03 23:55:11
Bathroom,W,music and eating,Bathroom,11,2014-11-05 11:58:21
Bathroom,W,music and eating,Bathroom,11,2014-11-05 11:58:25
Bathroom,NW,None,Bathroom,18,2014-11-05 18:56:41
Bathroom,NW,None,Bathroom,18,2014-11-05 18:56:45
Bathroom,W,cooking2,Bathroom,11,2014-11-06 11:43:47
Bathroom,W,cooking2,Bathroom,11,2014-11-06 11:43:51
Bathroom,W,?,Bathroom,11,2014-11-06 11:44:16
Bathroom,W,?,Bathroom,11,2014-11-06 11:44:20
Bathroom,NW,?,Bathroom,23,2014-11-08 23:44:43
Bathroom,NW,?,Bathroom,23,2014-11-08 23:44:47
Bathroom,W,bathroom,Bathroom,23,2014-11-08 23:45:09
Bathroom,W,bathroom,Bathroom,23,2014-11-08 23:45:13
Bathroom,W,music and eating,Bathroom,23,2014-11-08 23:45:39
Bathroom,W,music and eating,Bathroom,23,2014-11-08 23:45:43
Bathroom,NW,cooking,Bathroom,23,2014-11-08 23:47:39
Bathroom,W,cooking,Bathroom,23,2014-11-08 23:47:43
Bathroom,W,washing,Bathroom,18,2014-11-10 18:18:01
Bathroom,W,washing,Bathroom,18,2014-11-10 18:18:02
Bathroom,W,washing,Bathroom,18,2014-11-10 18:18:05
Bathroom,W,?,Bathroom,18,2014-11-10 18:18:07
Bathroom,W,?,Bathroom,11,2014-11-11 11:42:58
Bathroom,W,?,Bathroom,11,2014-11-11 11:43:02
Bathroom,W,music and eating,Bathroom,20,2014-11-14 20:26:23
Bathroom,W,music and eating,Bathroom,20,2014-11-14 20:26:27
Bathroom,SW,washing,Bathroom,13,2014-11-15 13:17:47
Bathroom,SW,washing,Bathroom,13,2014-11-15 13:17:51
Bathroom,NW,None,Unknown,14,2014-10-06 14:41:28
Bathroom,NW,None,Unknown,14,2014-10-06 14:41:32
Washingdishes,W,?,Kitchen,23,2014-10-13 23:52:44
Washingdishes,W,?,Kitchen,23,2014-10-13 23:52:48
Washingdishes,SW,?,Kitchen,23,2014-10-13 23:52:52
Washingdishes,SW,?,Kitchen,23,2014-10-13 23:52:56
Washingdishes,SW,?,Kitchen,23,2014-10-13 23:53:01
Washingdishes,SW,?,Kitchen,23,2014-10-13 23:53:05
Washingdishes,SW,cooking2,Kitchen,12,2014-10-14 12:54:02
Washingdishes,SW,cooking2,Kitchen,12,2014-10-14 12:55:01
Washingdishes,W,music and eating,Kitchen,18,2014-10-17 18:55:58
Washingdishes,W,music and eating,Kitchen,18,2014-10-17 18:56:02
Washingdishes,W,music and eating,Kitchen,19,2014-10-17 19:39:01
Washingdishes,SW,music and eating,Kitchen,19,2014-10-17 19:39:05
Washingdishes,W,None,Kitchen,09,2014-10-18 09:07:15
Washingdishes,W,None,Kitchen,09,2014-10-18 09:07:20
Washingdishes,W,washing,Kitchen,19,2014-10-18 19:29:30
Washingdishes,W,washing,Kitchen,19,2014-10-18 19:29:34
Washingdishes,W,bathroom,Kitchen,20,2014-10-18 20:16:44
Washingdishes,W,bathroom,Kitchen,20,2014-10-18 20:16:48
Washingdishes,NW,None,Kitchen,13,2014-10-19 13:23:34
Washingdishes,NW,None,Kitchen,13,2014-10-19 13:23:38
Washingdishes,W,cooking2,Kitchen,18,2014-10-21 18:05:17
Washingdishes,W,cooking2,Kitchen,18,2014-10-21 18:05:21
Washingdishes,W,cooking,Kitchen,23,2014-10-22 23:37:39
Washingdishes,W,cooking,Kitchen,23,2014-10-22 23:37:43
Washingdishes,W,None,Kitchen,11,2014-10-24 11:04:31
Washingdishes,W,None,Kitchen,11,2014-10-24 11:04:35
Washingdishes,W,cooking,Kitchen,17,2014-10-25 17:54:59
Washingdishes,W,cooking,Kitchen,17,2014-10-25 17:55:03
Washingdishes,W,cooking,Kitchen,17,2014-10-25 17:56:23
Washingdishes,W,cooking,Kitchen,17,2014-10-25 17:56:27
Washingdishes,W,None,Kitchen,12,2014-10-26 12:33:46
Washingdishes,W,None,Kitchen,12,2014-10-26 12:33:50
Washingdishes,W,cooking2,Kitchen,12,2014-10-26 12:36:35
Washingdishes,W,cooking2,Kitchen,12,2014-10-26 12:36:39
Washingdishes,W,None,Kitchen,23,2014-10-28 23:06:57
Washingdishes,W,None,Kitchen,23,2014-10-28 23:07:01
Washingdishes,SW,None,Kitchen,22,2014-10-29 22:07:03
Washingdishes,SW,None,Kitchen,22,2014-10-29 22:07:07
Washingdishes,SW,None,Kitchen,22,2014-10-29 22:09:43
Washingdishes,SW,None,Kitchen,22,2014-10-29 22:09:47
Washingdishes,W,music and eating,Kitchen,22,2014-10-31 22:36:47
Washingdishes,W,music and eating,Kitchen,22,2014-10-31 22:36:51
Washingdishes,W,eating,Kitchen,23,2014-10-31 23:20:20
Washingdishes,W,eating,Kitchen,23,2014-10-31 23:20:24
Washingdishes,SW,cooking2,Kitchen,20,2014-11-01 20:18:48
Washingdishes,SW,cooking2,Kitchen,20,2014-11-01 20:18:52
Washingdishes,W,eating,Kitchen,22,2014-11-02 22:25:33
Washingdishes,W,eating,Kitchen,22,2014-11-02 22:25:37
Washingdishes,W,cooking2,Kitchen,12,2014-11-03 12:07:09
Washingdishes,W,cooking2,Kitchen,12,2014-11-03 12:07:14
Washingdishes,NW,None,Kitchen,19,2014-11-03 19:32:14
Washingdishes,NW,None,Kitchen,19,2014-11-03 19:32:18
Washingdishes,W,?,Kitchen,19,2014-11-04 19:17:32
Washingdishes,NW,None,Kitchen,19,2014-11-04 19:18:15
Washingdishes,NW,None,Kitchen,19,2014-11-04 19:18:19
Washingdishes,W,eating,Kitchen,12,2014-11-05 12:36:27
Washingdishes,W,eating,Kitchen,12,2014-11-05 12:36:31
Washingdishes,SW,None,Kitchen,17,2014-11-05 17:52:58
Washingdishes,SW,None,Kitchen,17,2014-11-05 17:53:02
Washingdishes,W,eating,Kitchen,18,2014-11-05 18:49:41
Washingdishes,W,eating,Kitchen,18,2014-11-05 18:49:46
Washingdishes,W,music and eating,Kitchen,18,2014-11-05 18:50:36
Washingdishes,W,music and eating,Kitchen,18,2014-11-05 18:50:40
Washingdishes,W,cooking2,Kitchen,22,2014-11-05 22:26:10
Washingdishes,NW,cooking2,Kitchen,22,2014-11-05 22:26:14
Washingdishes,NW,cooking,Kitchen,23,2014-11-05 23:10:27
Washingdishes,NW,cooking,Kitchen,23,2014-11-05 23:10:31
Washingdishes,W,?,Kitchen,11,2014-11-06 11:46:46
Washingdishes,SW,?,Kitchen,11,2014-11-06 11:46:50
Washingdishes,W,washing,Kitchen,11,2014-11-06 11:47:10
Washingdishes,W,washing,Kitchen,11,2014-11-06 11:47:14
Washingdishes,W,None,Kitchen,12,2014-11-07 12:40:38
Washingdishes,W,None,Kitchen,12,2014-11-07 12:40:42
Washingdishes,W,None,Kitchen,12,2014-11-07 12:41:01
Washingdishes,W,None,Kitchen,12,2014-11-07 12:41:05
Washingdishes,W,None,Kitchen,12,2014-11-07 12:41:34
Washingdishes,W,None,Kitchen,12,2014-11-07 12:41:38
Washingdishes,W,None,Kitchen,12,2014-11-07 12:42:06
Washingdishes,W,None,Kitchen,12,2014-11-07 12:42:10
Washingdishes,W,None,Kitchen,12,2014-11-07 12:42:33
Washingdishes,W,None,Kitchen,12,2014-11-07 12:42:37
Washingdishes,W,None,Kitchen,12,2014-11-07 12:42:50
Washingdishes,W,None,Kitchen,12,2014-11-07 12:42:54
Washingdishes,W,None,Kitchen,12,2014-11-07 12:43:11
Washingdishes,W,None,Kitchen,12,2014-11-07 12:43:15
Washingdishes,W,music and eating,Kitchen,10,2014-11-08 10:55:32
Washingdishes,W,music and eating,Kitchen,10,2014-11-08 10:55:36
Washingdishes,W,?,Kitchen,10,2014-11-08 10:56:03
Washingdishes,W,?,Kitchen,10,2014-11-08 10:56:07
Washingdishes,W,cooking,Kitchen,10,2014-11-08 10:56:59
Washingdishes,W,cooking,Kitchen,10,2014-11-08 10:57:03
Washingdishes,NW,cooking,Kitchen,10,2014-11-08 10:57:53
Washingdishes,W,cooking,Kitchen,10,2014-11-08 10:57:57
Washingdishes,W,cooking2,Kitchen,23,2014-11-08 23:39:35
Washingdishes,W,cooking2,Kitchen,23,2014-11-08 23:39:39
Washingdishes,W,bathroom,Kitchen,14,2014-11-09 14:31:25
Washingdishes,W,bathroom,Kitchen,14,2014-11-09 14:31:29
Washingdishes,NW,bathroom,Kitchen,22,2014-11-09 22:13:45
Washingdishes,NW,bathroom,Kitchen,22,2014-11-09 22:13:49
Washingdishes,SW,?,Kitchen,22,2014-11-09 22:17:21
Washingdishes,SW,?,Kitchen,22,2014-11-09 22:17:25
Washingdishes,NW,cooking,Kitchen,18,2014-11-10 18:03:55
Washingdishes,NW,cooking,Kitchen,18,2014-11-10 18:04:00
Washingdishes,NW,eating,Kitchen,12,2014-11-11 12:39:25
Washingdishes,NW,eating,Kitchen,12,2014-11-11 12:39:29
Washingdishes,SW,cooking2,Kitchen,18,2014-11-11 18:10:17
Washingdishes,SW,cooking2,Kitchen,18,2014-11-11 18:10:21
Washingdishes,NW,music and eating,Kitchen,00,2014-11-12 00:29:42
Washingdishes,NW,music and eating,Kitchen,00,2014-11-12 00:29:46
Washingdishes,NW,?,Kitchen,00,2014-11-12 00:30:07
Washingdishes,NW,?,Kitchen,00,2014-11-12 00:30:11
Washingdishes,NW,bathroom,Kitchen,00,2014-11-12 00:30:28
Washingdishes,NW,bathroom,Kitchen,00,2014-11-12 00:30:32
Washingdishes,SW,None,Kitchen,13,2014-11-12 13:06:55
Washingdishes,SW,None,Kitchen,13,2014-11-12 13:06:59
Washingdishes,NW,music and eating,Kitchen,19,2014-11-12 19:00:35
Washingdishes,NW,music and eating,Kitchen,19,2014-11-12 19:00:39
Washingdishes,SW,?,Kitchen,19,2014-11-12 19:00:58
Washingdishes,SW,?,Kitchen,19,2014-11-12 19:01:02
Washingdishes,SW,music and eating,Kitchen,19,2014-11-12 19:15:09
Washingdishes,SW,music and eating,Kitchen,19,2014-11-12 19:15:13
Washingdishes,SW,cooking2,Kitchen,23,2014-11-12 23:31:23
Washingdishes,SW,cooking2,Kitchen,23,2014-11-12 23:31:27
Washingdishes,SW,None,Kitchen,23,2014-11-12 23:32:29
Washingdishes,SW,None,Kitchen,23,2014-11-12 23:32:33
Washingdishes,SW,?,Kitchen,13,2014-11-13 13:20:57
Washingdishes,SW,?,Kitchen,13,2014-11-13 13:21:01
Washingdishes,SW,None,Kitchen,20,2014-11-13 20:28:44
Washingdishes,SW,None,Kitchen,20,2014-11-13 20:28:48
Washingdishes,W,?,Kitchen,20,2014-11-13 20:29:42
Washingdishes,SW,?,Kitchen,20,2014-11-13 20:29:46
Washingdishes,W,?,Kitchen,20,2014-11-13 20:30:33
Washingdishes,SW,?,Kitchen,20,2014-11-13 20:30:37
Washingdishes,W,cooking2,Kitchen,00,2014-11-14 00:53:20
Washingdishes,W,cooking2,Kitchen,00,2014-11-14 00:53:24
Washingdishes,W,eating,Kitchen,11,2014-11-14 11:46:06
Washingdishes,W,eating,Kitchen,11,2014-11-14 11:46:10
Washingdishes,W,?,Kitchen,11,2014-11-14 11:46:39
Washingdishes,W,?,Kitchen,11,2014-11-14 11:46:43
Washingdishes,W,bathroom,Kitchen,11,2014-11-14 11:47:08
Washingdishes,W,bathroom,Kitchen,11,2014-11-14 11:47:12
Washingdishes,W,eating,Unknown,20,2014-11-14 20:18:29
Washingdishes,W,eating,Kitchen,20,2014-11-14 20:18:34
Washingdishes,W,?,Kitchen,20,2014-11-14 20:19:29
Washingdishes,W,?,Kitchen,20,2014-11-14 20:19:33
Washingdishes,W,cooking2,Kitchen,20,2014-11-14 20:19:52
Washingdishes,W,cooking2,Kitchen,20,2014-11-14 20:19:56
Washingdishes,W,cooking,Kitchen,20,2014-11-14 20:21:23
Washingdishes,W,cooking,Kitchen,20,2014-11-14 20:21:27
Washingdishes,SW,music and eating,Kitchen,09,2014-11-15 09:44:00
Washingdishes,SW,music and eating,Kitchen,09,2014-11-15 09:44:04
Washingdishes,SW,eating,Kitchen,13,2014-11-15 13:24:34
Washingdishes,SW,eating,Kitchen,13,2014-11-15 13:24:38
Washingdishes,SW,cooking2,Unknown,13,2014-11-15 13:49:24
Washingdishes,SW,cooking2,Unknown,13,2014-11-15 13:49:28
Washingdishes,SW,cooking,Kitchen,14,2014-11-15 14:31:08
Washingdishes,SW,cooking,Kitchen,14,2014-11-15 14:31:12
Washingdishes,SW,?,Kitchen,14,2014-11-15 14:32:02
Washingdishes,SW,?,Kitchen,14,2014-11-15 14:32:06
Washingdishes,SW,None,Kitchen,14,2014-11-15 14:35:19
Washingdishes,SW,None,Kitchen,14,2014-11-15 14:35:23
