6 , -163 
15 , 0 
15 , 0 
1 , -152 
15 , 0 
15 , 0 
1 , -152 
9 , -460 
9 , -460 
1 , -153 
15 , 0 
15 , 0 
15 , 0 
9 , -460 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
9 , -460 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
9 , -460 
9 , -460 
1 , -152 
9 , -460 
15 , 0 
15 , 0 
9 , -460 
1 , -152 
9 , -460 
15 , 0 
9 , -460 
15 , 0 
9 , -460 
15 , 0 
15 , 0 
15 , 0 
1 , -152 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
9 , -460 
9 , -460 
15 , 0 
9 , -460 
9 , -460 
15 , 0 
9 , -460 
15 , 0 
1 , -152 
15 , 0 
15 , 0 
1 , -152 
15 , 0 
9 , -460 
9 , -460 
1 , -152 
15 , 0 
15 , 0 
15 , 0 
9 , -460 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
9 , -460 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
9 , -460 
15 , 0 
15 , 0 
15 , 0 
9 , -460 
15 , 0 
9 , -460 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
9 , -460 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
1 , -153 
9 , -460 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
9 , -460 
9 , -460 
15 , 0 
9 , -460 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
9 , -460 
15 , 0 
1 , -152 
15 , 0 
1 , -152 
9 , -460 
9 , -460 
9 , -460 
15 , 0 
1 , -152 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
9 , -460 
9 , -460 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
15 , 0 
1 , -152 
15 , 0 
9 , -460 
15 , 0 
15 , 0 
9 , -460 
15 , 0 
15 , 0 
9 , -460 
15 , 0 
15 , 0 
9 , -460 
15 , 0 
9 , -460 
1 , -152 
9 , -362 
1 , -152 
15 , 0 
9 , -460 
15 , 0 
15 , 0 
15 , 0 
1 , -153 
9 , -460 
15 , 0 
15 , 0 
9 , -460 
15 , 0 
9 , -460 
15 , 0 
1 , -152 
15 , 0 
15 , 0 
1 , -153 
15 , 0 
9 , -460 
15 , 0 
15 , 0 
9 , -460 
15 , 0 
1 , -152 
9 , -460 
