4	1:-53	2:-79	3:-59	4:-64	5:-73	6:-79	7:-78	8:-83
4	1:-63	2:-48	3:-58	4:-60	5:-78	6:0	7:-87	8:-84
4	1:-61	2:-43	3:-62	4:-68	5:-75	6:-82	7:-80	8:-82
1	1:-41	2:-46	3:-59	4:-67	5:-79	6:-74	7:-83	8:-82
1	1:-47	2:-53	3:-60	4:-62	5:-83	6:-83	7:0	8:0
1	1:-90	2:-49	3:-57	4:-58	5:-73	6:-75	7:-84	8:-87
1	1:-42	2:-36	3:-57	4:-70	5:-72	6:-77	7:-85	8:-86
1	1:-50	2:-84	3:-88	4:-64	5:-83	6:-77	7:-85	8:-83
4	1:-56	2:-43	3:-55	4:-60	5:-72	6:-73	7:-86	8:-80
4	1:-51	2:-87	3:-59	4:-61	5:-63	6:-87	7:-78	8:-82
4	1:-56	2:-48	3:-54	4:-61	5:-65	6:-82	7:-80	8:-82
1	1:-59	2:-50	3:-61	4:-64	5:-73	6:-72	7:-86	8:0
1	1:-45	2:-45	3:-51	4:-65	5:-70	6:-73	7:-77	8:-77
4	1:-60	2:-49	3:-57	4:-58	5:-92	6:-81	7:-83	8:-88
4	1:-57	2:-47	3:-63	4:-61	5:-74	6:-85	7:-78	8:-85
1	1:-45	2:-47	3:-51	4:-63	5:-68	6:-70	7:-74	8:-74
4	1:-58	2:-47	3:-62	4:-74	5:-77	6:-86	7:-74	8:0
4	1:-45	2:-56	3:-53	4:-52	5:-71	6:-79	7:-79	8:0
1	1:-45	2:-47	3:-51	4:-62	5:-71	6:-71	7:-73	8:-74
2	1:-57	2:-50	3:-60	4:-70	5:-71	6:-85	7:-85	8:0
2	1:-58	2:-48	3:-65	4:-81	5:-81	6:-70	7:-70	8:0
1	1:-44	2:-49	3:-53	4:-71	5:-81	6:-70	7:-86	8:0
1	1:-57	2:-53	3:-90	4:-78	5:-79	6:-86	7:-86	8:-85
1	1:-41	2:-43	3:-51	4:-64	5:-70	6:-73	7:-86	8:0
1	1:-43	2:-43	3:-63	4:-59	5:-70	6:-87	7:-74	8:-82
1	1:-39	2:-46	3:-49	4:-56	5:-65	6:-75	7:-76	8:0
1	1:-54	2:-53	3:-52	4:-59	5:-70	6:-70	7:-82	8:-86
4	1:-50	2:-56	3:-58	4:-63	5:-70	6:-77	7:-79	8:-85
4	1:-68	2:-39	3:-44	4:-47	5:-62	6:-84	7:-75	8:-84
1	1:-56	2:-43	3:-51	4:-67	5:-75	6:-77	7:-83	8:0
4	1:-55	2:-42	3:-58	4:-53	5:-64	6:-76	7:-72	8:-83
1	1:-39	2:-43	3:-90	4:-65	5:-78	6:-76	7:-77	8:-85
2	1:-59	2:-55	3:-64	4:-75	5:-75	6:-79	7:-86	8:0
2	1:-50	2:-55	3:-59	4:-73	5:-80	6:-73	7:-91	8:-85
4	1:-55	2:-45	3:-60	4:-67	5:-81	6:-86	7:-82	8:0
4	1:-51	2:-38	3:-52	4:-49	5:-60	6:-67	7:-81	8:-75
4	1:-62	2:-76	3:-72	4:-67	5:-76	6:-74	7:-83	8:-91
1	1:-49	2:-49	3:-54	4:-78	5:-84	6:-67	7:-85	8:0
1	1:-47	2:-48	3:-59	4:-72	5:-78	6:-84	7:0	8:0
1	1:-43	2:-49	3:-51	4:-70	5:-82	6:-65	7:-88	8:-85
1	1:-65	2:-49	3:-52	4:-68	5:-79	6:-74	7:-85	8:0
1	1:-54	2:-53	3:-55	4:-72	5:-84	6:-77	7:-66	8:0
4	1:-57	2:-39	3:-56	4:-61	5:-89	6:0	7:-77	8:0
2	1:-54	2:-56	3:-73	4:-72	5:-77	6:-86	7:-85	8:-86
2	1:-50	2:-56	3:-59	4:-74	5:-77	6:-72	7:-89	8:-88
2	1:-62	2:-55	3:-65	4:-70	5:-82	6:-81	7:-82	8:0
1	1:-45	2:-45	3:-45	4:-66	5:-67	6:-75	7:-74	8:-82
4	1:-48	2:-40	3:-54	4:-59	5:-65	6:-76	7:-79	8:-76
1	1:-49	2:-47	3:-59	4:-66	5:-76	6:-78	7:0	8:0
4	1:-60	2:-52	3:-61	4:-60	5:-71	6:-82	7:-82	8:0
4	1:-60	2:-48	3:-53	4:-52	5:-81	6:-77	7:-80	8:-84
2	1:-49	2:-50	3:-58	4:-67	5:-69	6:-80	7:-84	8:-86
